rival_0_wins,rival_0_miniseries_wins,rival_0_losses,rival_0_miniseries_losses,rival_0_tier,rival_0_league_points,rival_0_champion_level,rival_0_champion_experience,rival_1_wins,rival_1_miniseries_wins,rival_1_losses,rival_1_miniseries_losses,rival_1_tier,rival_1_league_points,rival_1_champion_level,rival_1_champion_experience,rival_2_wins,rival_2_miniseries_wins,rival_2_losses,rival_2_miniseries_losses,rival_2_tier,rival_2_league_points,rival_2_champion_level,rival_2_champion_experience,rival_3_wins,rival_3_miniseries_wins,rival_3_losses,rival_3_miniseries_losses,rival_3_tier,rival_3_league_points,rival_3_champion_level,rival_3_champion_experience,rival_4_wins,rival_4_miniseries_wins,rival_4_losses,rival_4_miniseries_losses,rival_4_tier,rival_4_league_points,rival_4_champion_level,rival_4_champion_experience,ally_0_wins,ally_0_miniseries_wins,ally_0_losses,ally_0_miniseries_losses,ally_0_tier,ally_0_league_points,ally_0_champion_level,ally_0_champion_experience,ally_1_wins,ally_1_miniseries_wins,ally_1_losses,ally_1_miniseries_losses,ally_1_tier,ally_1_league_points,ally_1_champion_level,ally_1_champion_experience,ally_2_wins,ally_2_miniseries_wins,ally_2_losses,ally_2_miniseries_losses,ally_2_tier,ally_2_league_points,ally_2_champion_level,ally_2_champion_experience,main_player_win,main_player_miniseries_wins,main_player_losses,main_player_miniseries_losses,main_player_tier,main_player_league_points,main_player_champion_level,main_player_champion_experience,ally_3_wins,ally_3_miniseries_wins,ally_3_losses,ally_3_miniseries_losses,ally_3_tier,ally_3_league_points,ally_3_champion_level,ally_3_champion_experience
96,0,88,0,BRONZE_IV,58,18,18614,309,0,321,0,BRONZE_III,62,16,15496,33,0,35,0,BRONZE_III,0,17,17649,186,0,166,0,BRONZE_III,72,16,16250,18,0,32,0,BRONZE_III,13,15,14124,32,0,42,0,BRONZE_III,70,18,21500,109,0,118,0,BRONZE_III,15,18,19260,232,0,231,0,BRONZE_III,60,17,17685,63,0,59,0,BRONZE_III,55,15,14338,97,0,111,0,BRONZE_III,37,16,15684
552,0,509,0,BRONZE_III,34,16,14957,21,0,18,0,IRON_I,100,16,15175,183,0,159,0,BRONZE_III,40,16,15405,106,0,113,0,BRONZE_III,43,14,12270,349,0,323,0,BRONZE_III,72,14,12355,18,0,32,0,BRONZE_III,21,13,11095,160,0,170,0,BRONZE_III,27,12,9798,186,0,167,0,BRONZE_III,68,14,12092,63,0,59,0,BRONZE_III,55,14,11577,311,0,311,0,BRONZE_III,80,12,9552
113,0,126,0,BRONZE_III,42,15,13739,7,0,5,0,BRONZE_IV,10,16,15704,237,0,253,0,BRONZE_III,21,15,13227,81,0,87,0,BRONZE_III,25,16,15068,98,0,121,0,BRONZE_III,32,15,13094,53,0,83,0,BRONZE_III,75,18,20103,18,0,24,0,BRONZE_IV,46,17,17824,53,0,63,0,BRONZE_IV,88,17,18120,63,0,59,0,BRONZE_III,55,16,16292,24,0,28,0,BRONZE_IV,58,15,13159
358,0,352,0,BRONZE_III,50,17,16593,201,0,173,0,BRONZE_III,60,18,18725,281,0,269,0,BRONZE_II,22,15,14038,159,0,153,0,BRONZE_III,82,17,16906,135,0,130,0,BRONZE_III,51,14,12260,186,0,207,0,BRONZE_III,75,16,14760,23,0,37,0,BRONZE_III,12,15,13768,225,0,220,0,BRONZE_III,44,16,15379,63,0,59,0,BRONZE_III,55,15,13241,37,0,40,0,BRONZE_III,9,13,11171
113,0,114,0,BRONZE_II,46,18,24949,8,0,14,0,BRONZE_II,78,18,24347,31,0,44,0,BRONZE_III,75,18,18417,182,0,179,0,BRONZE_III,58,18,19886,77,0,87,0,BRONZE_II,19,17,17566,173,0,143,0,BRONZE_IV,57,16,16371,272,0,284,0,BRONZE_II,79,18,19732,176,0,133,0,SILVER_IV,16,18,20406,63,0,59,0,BRONZE_III,55,17,18286,394,0,368,0,BRONZE_III,15,16,15767
32,0,42,0,BRONZE_II,43,15,13525,25,0,36,0,BRONZE_II,29,15,14135,25,0,36,0,BRONZE_II,29,14,11526,15,0,12,0,BRONZE_III,5,13,10158,15,0,11,0,BRONZE_III,9,13,10535,26,0,20,0,BRONZE_III,89,16,16288,32,0,33,0,BRONZE_II,0,15,14495,14,0,10,0,BRONZE_I,25,17,17018,8,0,6,0,BRONZE_III,75,15,14315,56,0,51,0,SILVER_IV,16,13,11198
47,0,46,0,BRONZE_III,54,15,13213,9,0,18,0,BRONZE_IV,22,13,10800,30,0,42,0,BRONZE_III,89,13,11185,15,0,12,0,BRONZE_III,5,13,10202,15,0,11,0,BRONZE_III,9,12,9602,106,0,137,0,IRON_I,75,14,12009,40,0,60,0,BRONZE_IV,0,12,8744,40,0,60,0,BRONZE_IV,0,12,9139,162,0,167,0,BRONZE_IV,28,11,8225,56,0,55,0,BRONZE_I,32,11,8130
73,0,81,0,BRONZE_II,51,18,21023,241,0,258,0,BRONZE_IV,64,18,22653,386,0,398,0,SILVER_IV,0,18,23383,15,0,12,0,BRONZE_III,5,18,18778,15,0,11,0,BRONZE_III,9,17,17710,31,0,37,0,BRONZE_III,0,16,16235,31,0,37,0,BRONZE_III,0,17,17185,159,0,160,0,BRONZE_IV,14,15,14690,195,0,201,0,SILVER_IV,39,15,14197,79,0,78,0,BRONZE_I,10,16,15225
82,0,91,0,BRONZE_I,6,15,14286,82,0,91,0,BRONZE_I,6,14,12979,83,0,73,0,GOLD_I,56,15,13822,15,0,8,0,BRONZE_I,86,15,13833,17,0,12,0,SILVER_IV,62,12,9765,19,0,18,0,SILVER_III,64,14,11606,188,0,208,0,IRON_II,36,13,10191,9,0,5,0,BRONZE_III,51,14,12348,6,0,7,0,BRONZE_IV,47,12,9316,22,0,27,0,BRONZE_I,71,11,8569
22,0,27,0,BRONZE_I,71,18,21400,22,0,27,0,BRONZE_I,71,18,20065,22,0,27,0,BRONZE_I,71,18,18893,7,0,12,0,BRONZE_IV,36,17,18235,7,0,9,0,BRONZE_I,14,14,12852,5,0,11,0,BRONZE_III,59,15,14298,22,0,23,0,SILVER_III,65,18,19453,9,0,5,0,BRONZE_III,51,18,20078,5,0,5,0,BRONZE_III,25,16,16215,5,0,5,0,BRONZE_III,25,16,15432
30,0,32,0,SILVER_II,15,17,17622,30,0,32,0,SILVER_II,15,18,18742,7,0,4,0,BRONZE_I,75,17,16657,28,0,50,0,BRONZE_IV,58,16,15012,28,0,50,0,BRONZE_IV,58,15,13034,9,0,22,0,BRONZE_II,75,16,15855,25,0,34,0,BRONZE_II,99,16,14753,9,0,5,0,BRONZE_III,51,16,15531,9,0,5,0,BRONZE_III,51,14,11653,6,0,16,0,BRONZE_IV,42,13,10815
28,0,50,0,BRONZE_IV,58,13,10869,8,0,8,0,BRONZE_I,6,10,6897,26,0,21,0,BRONZE_I,86,11,7935,26,0,21,0,BRONZE_I,86,11,8121,6,0,12,0,BRONZE_III,65,11,7455,73,0,88,0,IRON_II,61,11,7498,2,0,8,0,BRONZE_II,2,9,5837,9,0,5,0,BRONZE_III,51,13,10815,9,0,5,0,BRONZE_III,51,9,5383,6,0,8,0,SILVER_IV,1,9,5380
21,0,35,0,BRONZE_IV,56,15,13294,25,0,37,0,SILVER_IV,16,15,13495,8,0,15,0,BRONZE_III,47,15,13370,29,0,22,0,SILVER_IV,94,14,12627,22,0,16,0,SILVER_IV,1,13,11366,88,0,98,0,SILVER_IV,10,15,14529,102,0,113,0,SILVER_III,50,14,11808,9,0,5,0,BRONZE_III,51,16,15027,6,0,10,0,BRONZE_I,1,15,13727,7,0,7,0,BRONZE_II,78,13,11186
145,0,127,0,BRONZE_III,58,15,14231,108,0,113,0,BRONZE_II,0,12,9196,83,0,115,0,BRONZE_IV,47,12,9916,179,0,201,0,BRONZE_III,39,10,7011,131,0,135,0,BRONZE_III,8,12,8583,144,0,162,0,BRONZE_III,3,15,14317,161,0,187,0,BRONZE_IV,32,13,10417,363,0,366,0,BRONZE_IV,79,14,12910,21,0,23,0,BRONZE_IV,69,15,14644,66,0,77,0,BRONZE_III,48,12,9655
6,0,9,0,BRONZE_IV,32,17,16948,55,0,71,0,BRONZE_IV,11,16,16319,26,0,37,0,BRONZE_III,79,15,14031,157,0,182,0,BRONZE_IV,75,16,16358,131,0,135,0,BRONZE_III,8,14,12089,136,0,156,0,BRONZE_III,41,18,19295,17,0,28,0,BRONZE_III,30,18,18782,170,0,180,0,BRONZE_III,92,17,16892,196,0,192,0,BRONZE_II,41,16,16371,38,0,50,0,BRONZE_III,79,17,16516
81,0,110,0,BRONZE_IV,50,13,10156,10,0,21,0,BRONZE_III,0,13,10612,30,0,37,0,BRONZE_IV,6,13,10142,25,0,21,0,BRONZE_III,67,12,8889,131,0,135,0,BRONZE_III,8,10,7216,41,0,57,0,BRONZE_II,0,13,10174,100,0,119,0,BRONZE_II,75,10,6838,306,0,303,0,BRONZE_IV,0,12,9838,159,0,144,0,IRON_I,43,9,6033,42,0,48,0,BRONZE_IV,75,11,7738
139,0,121,0,BRONZE_I,51,18,18653,245,0,218,0,BRONZE_III,88,16,15410,59,0,46,0,BRONZE_III,33,15,13867,91,0,111,0,BRONZE_III,48,16,15781,131,0,135,0,BRONZE_III,8,14,12876,301,0,287,0,BRONZE_III,64,16,15231,330,0,321,0,BRONZE_IV,75,14,11744,323,0,337,0,BRONZE_II,0,15,14109,318,0,292,0,BRONZE_II,89,14,12686,225,0,238,0,BRONZE_III,8,12,8963
192,0,161,0,BRONZE_IV,0,12,9119,247,0,313,0,IRON_III,21,10,6760,5,0,23,0,BRONZE_IV,0,11,8512,5,0,23,0,BRONZE_IV,0,11,8543,131,0,135,0,BRONZE_III,8,11,8526,94,0,96,0,BRONZE_III,15,15,13654,372,0,394,0,IRON_III,29,12,8822,167,0,197,0,BRONZE_IV,8,13,10748,27,0,52,0,BRONZE_IV,0,11,7981,149,0,160,0,IRON_IV,22,11,7603
218,0,202,0,BRONZE_III,33,18,25238,52,0,68,0,BRONZE_III,61,18,26116,10,0,16,0,BRONZE_IV,37,18,19730,305,0,320,0,BRONZE_II,21,18,19044,4,0,22,0,BRONZE_III,25,16,16275,11,0,8,0,BRONZE_III,14,18,23704,155,0,146,0,SILVER_IV,24,18,20976,158,0,175,0,BRONZE_III,94,18,20853,116,0,142,0,BRONZE_III,34,18,25938,158,0,146,0,BRONZE_II,37,18,22525
218,0,202,0,BRONZE_III,33,18,29713,63,0,83,0,BRONZE_IV,75,18,27318,676,0,657,0,BRONZE_IV,62,18,21262,207,0,189,0,BRONZE_III,70,18,24827,111,0,108,0,BRONZE_III,51,18,23802,299,0,311,0,BRONZE_I,12,18,28987,14,0,17,0,BRONZE_III,85,17,18351,36,0,48,0,BRONZE_III,70,18,20637,39,0,60,0,BRONZE_III,13,18,20482,20,0,31,0,BRONZE_III,73,17,16603
218,0,202,0,BRONZE_III,33,11,7614,181,0,213,0,BRONZE_IV,88,13,10451,65,0,52,0,BRONZE_III,79,10,6438,92,0,107,0,BRONZE_III,9,8,4643,238,0,231,0,BRONZE_III,0,8,4392,198,0,220,0,BRONZE_IV,44,12,8739,102,0,116,0,BRONZE_II,15,12,9265,530,0,516,0,BRONZE_III,74,11,7516,107,0,115,0,BRONZE_III,45,11,8104,133,0,114,0,BRONZE_III,28,10,6519
218,0,202,0,BRONZE_III,33,16,14739,67,0,81,0,BRONZE_III,57,16,15043,18,0,19,0,BRONZE_IV,76,17,18184,287,0,281,0,BRONZE_III,91,13,11056,66,0,78,0,BRONZE_III,80,13,11196,173,0,180,0,BRONZE_II,35,15,13229,101,0,82,0,SILVER_IV,70,17,17375,93,0,80,0,BRONZE_III,22,15,13078,22,0,19,0,BRONZE_IV,71,14,13006,76,0,67,0,BRONZE_II,21,14,11720
218,0,202,0,BRONZE_III,33,16,15079,43,0,30,0,BRONZE_III,36,14,12985,280,0,298,0,BRONZE_II,0,15,13495,102,0,114,0,BRONZE_IV,44,14,11684,157,0,186,0,BRONZE_III,74,13,11183,456,0,443,0,BRONZE_III,63,13,11418,325,0,329,0,BRONZE_III,54,13,11412,380,0,383,0,BRONZE_IV,36,14,12039,309,0,288,0,BRONZE_II,5,13,10251,33,0,51,0,BRONZE_III,57,13,10805
343,0,352,0,BRONZE_II,69,18,22950,59,0,54,0,BRONZE_I,100,18,21782,142,0,136,0,BRONZE_II,6,18,21306,210,0,233,0,BRONZE_IV,36,17,18262,341,0,345,0,BRONZE_I,87,18,20572,225,0,227,0,BRONZE_III,67,18,25545,92,0,106,0,BRONZE_II,70,18,20909,232,0,236,0,BRONZE_III,63,18,18981,25,0,15,0,BRONZE_III,4,17,17329,324,0,382,0,BRONZE_III,16,17,17063
259,0,262,0,BRONZE_IV,5,18,23521,25,0,29,0,BRONZE_III,8,18,20856,350,0,318,0,BRONZE_III,77,18,18635,60,0,85,0,BRONZE_IV,0,15,14512,121,0,139,0,BRONZE_IV,90,16,16181,145,0,130,0,IRON_I,18,18,22733,16,0,16,0,BRONZE_I,3,18,21108,207,0,219,0,BRONZE_II,74,18,20676,25,0,15,0,BRONZE_III,4,18,19259,191,0,185,0,BRONZE_II,51,17,17050
27,0,44,0,BRONZE_III,0,12,8956,160,0,160,0,BRONZE_III,2,16,16231,159,0,154,0,SILVER_IV,25,16,16395,259,0,265,0,SILVER_IV,0,16,15132,551,0,538,0,SILVER_IV,0,15,13732,85,0,75,0,BRONZE_I,31,16,16431,155,0,149,0,BRONZE_IV,75,15,14162,60,0,52,0,SILVER_II,22,15,14462,152,0,161,0,BRONZE_I,49,14,11640,183,0,170,0,BRONZE_IV,54,14,12100
27,0,44,0,BRONZE_III,0,14,12702,103,0,121,0,SILVER_IV,10,14,12379,54,0,76,0,BRONZE_II,1,14,11709,101,0,98,0,SILVER_II,57,14,12541,91,0,88,0,SILVER_III,64,13,10594,158,0,149,0,SILVER_IV,0,18,18530,258,0,241,0,SILVER_IV,28,15,13726,508,0,508,0,SILVER_IV,47,15,13236,312,0,300,0,SILVER_II,0,13,10849,405,0,417,0,BRONZE_I,87,14,11807
27,0,44,0,BRONZE_III,0,15,14352,21,0,29,0,BRONZE_II,79,14,12520,345,0,326,0,BRONZE_IV,56,14,12648,78,0,80,0,BRONZE_II,0,13,11267,72,0,72,0,BRONZE_II,0,12,9698,58,0,56,0,BRONZE_II,39,15,14396,101,0,81,0,SILVER_III,0,13,10869,86,0,75,0,BRONZE_II,32,12,9170,10,0,30,0,IRON_I,11,14,11465,201,0,216,0,BRONZE_III,79,12,9201
27,0,44,0,BRONZE_III,0,13,10268,235,0,205,0,SILVER_III,79,13,10138,123,0,136,0,BRONZE_III,30,15,13793,199,0,203,0,SILVER_IV,10,13,11075,55,0,44,0,BRONZE_III,64,11,8075,139,0,135,0,BRONZE_I,43,13,11226,204,0,180,0,SILVER_IV,96,11,7855,217,0,239,0,BRONZE_IV,90,13,10696,95,0,67,0,BRONZE_II,38,12,8820,53,0,46,0,BRONZE_IV,0,11,7522
6,0,7,0,BRONZE_III,27,14,11550,55,0,58,0,SILVER_IV,0,14,12136,23,0,43,0,BRONZE_III,69,14,12006,270,0,295,0,BRONZE_IV,75,11,7773,38,0,38,0,BRONZE_I,70,13,11315,56,0,39,0,SILVER_IV,54,17,16967,104,0,102,0,SILVER_IV,13,15,13257,29,0,18,0,BRONZE_I,70,15,13574,63,0,66,0,BRONZE_II,89,13,10111,176,0,169,0,SILVER_IV,76,12,9761
6,0,7,0,BRONZE_III,27,14,12563,126,0,127,0,SILVER_III,16,14,12623,56,0,52,0,SILVER_II,45,16,15226,370,0,341,0,GOLD_IV,60,13,10495,154,0,152,0,BRONZE_I,61,13,10207,164,0,145,0,SILVER_III,43,15,14499,265,0,264,0,SILVER_II,29,15,13741,245,0,259,0,SILVER_II,70,16,15394,21,0,24,0,BRONZE_I,73,16,15014,46,0,49,0,SILVER_IV,74,15,13095
6,0,7,0,BRONZE_III,27,16,15990,56,0,52,0,SILVER_II,45,15,13966,44,0,46,0,SILVER_III,47,15,14280,44,0,46,0,SILVER_III,47,16,14788,87,0,78,0,GOLD_IV,0,13,10451,5,0,14,0,BRONZE_II,16,15,14469,13,0,15,0,BRONZE_I,14,13,11226,280,0,289,0,BRONZE_III,76,14,12706,74,0,63,0,SILVER_II,33,13,10601,56,0,62,0,SILVER_IV,0,12,8602
6,0,7,0,BRONZE_III,27,18,18819,6,0,7,0,BRONZE_III,27,12,8810,6,0,12,0,BRONZE_IV,92,18,19197,6,0,6,0,BRONZE_IV,23,15,13682,20,0,29,0,BRONZE_III,75,15,13276,14,0,28,0,BRONZE_III,4,17,17117,58,0,37,0,SILVER_I,41,18,19545,4,0,9,0,IRON_I,51,15,14548,15,0,12,0,BRONZE_II,46,17,16546,18,0,18,0,BRONZE_III,63,15,14160
689,0,721,0,BRONZE_II,33,16,14968,30,0,55,0,IRON_III,96,15,13126,274,0,258,0,BRONZE_III,82,15,14621,27,0,35,0,SILVER_III,17,17,17136,273,0,266,0,BRONZE_III,46,15,14236,20,0,27,0,BRONZE_III,0,14,12106,196,0,204,0,BRONZE_II,28,15,14023,80,0,90,0,BRONZE_III,61,14,11824,494,0,527,0,BRONZE_IV,55,14,12255,190,0,171,0,BRONZE_II,81,13,10499
57,0,45,0,BRONZE_II,43,16,15096,5,0,13,0,BRONZE_III,9,13,11330,4,0,6,0,IRON_I,69,11,8098,16,0,43,0,IRON_II,26,11,8374,107,0,118,0,IRON_I,3,11,8208,20,0,27,0,BRONZE_III,0,15,13414,20,0,27,0,BRONZE_III,0,14,12847,600,0,603,0,BRONZE_III,63,15,14313,45,0,39,0,BRONZE_II,77,15,13476,57,0,45,0,BRONZE_II,43,14,12044
40,0,48,0,BRONZE_IV,22,10,6612,6,0,20,0,BRONZE_IV,11,9,5258,113,0,133,0,BRONZE_II,8,10,6385,40,0,59,0,IRON_I,18,7,3562,17,0,55,0,IRON_IV,0,6,2669,20,0,27,0,BRONZE_III,0,11,7405,412,0,406,0,BRONZE_IV,0,10,6915,320,0,355,0,BRONZE_III,89,10,6830,63,0,66,0,IRON_II,63,9,5196,33,0,41,0,BRONZE_IV,55,9,5784
18,0,17,0,SILVER_IV,1,15,14616,339,0,347,0,BRONZE_II,0,14,12449,12,0,14,0,BRONZE_III,76,12,9749,4,0,7,0,BRONZE_IV,67,12,9185,20,0,33,0,BRONZE_III,48,12,8709,20,0,27,0,BRONZE_III,0,16,15336,16,0,20,0,BRONZE_I,44,15,14072,94,0,106,0,SILVER_IV,75,16,14800,165,0,183,0,BRONZE_II,15,13,11220,51,0,50,0,BRONZE_II,83,14,12192
264,0,267,0,BRONZE_III,36,16,15609,71,0,67,0,BRONZE_III,17,15,13293,161,0,173,0,BRONZE_III,33,15,14573,55,0,73,0,BRONZE_III,60,14,12451,324,0,317,0,SILVER_IV,67,13,10761,336,0,323,0,BRONZE_I,0,14,12856,242,0,224,0,BRONZE_III,34,15,13493,52,0,44,0,BRONZE_II,0,13,11228,465,0,453,0,BRONZE_I,12,13,10404,35,0,18,0,BRONZE_III,46,12,9276
27,0,40,0,BRONZE_III,73,15,14595,76,0,96,0,BRONZE_II,51,12,8912,42,0,43,0,BRONZE_I,8,15,14031,109,0,101,0,BRONZE_II,75,13,10167,201,0,210,0,BRONZE_II,57,13,10033,324,0,290,0,BRONZE_II,79,16,15429,216,0,221,0,SILVER_IV,11,15,13944,56,0,47,0,BRONZE_II,45,14,12112,178,0,184,0,BRONZE_I,76,15,13240,705,0,719,0,SILVER_IV,14,13,10988
27,0,40,0,BRONZE_III,73,18,18488,74,0,68,0,BRONZE_III,51,18,25456,60,0,63,0,BRONZE_I,100,16,15137,12,0,12,0,BRONZE_III,13,18,19128,8,0,12,0,BRONZE_IV,35,17,17320,19,0,31,0,BRONZE_IV,84,17,16635,48,0,66,0,BRONZE_III,63,17,17656,32,0,42,0,BRONZE_III,70,18,18673,132,0,135,0,BRONZE_III,6,17,17302,64,0,72,0,BRONZE_III,75,16,15127
27,0,40,0,BRONZE_III,73,15,13528,282,0,268,0,BRONZE_III,77,13,11062,38,0,49,0,BRONZE_II,34,14,12421,401,0,393,0,BRONZE_II,55,14,11611,61,0,67,0,BRONZE_III,7,13,10317,160,0,156,0,BRONZE_II,77,17,18256,16,0,13,0,IRON_I,100,16,15591,46,0,25,0,SILVER_IV,17,15,14274,134,0,160,0,BRONZE_I,58,15,13265,147,0,147,0,BRONZE_II,86,14,12412
27,0,40,0,BRONZE_III,73,17,17172,356,0,361,0,BRONZE_II,15,15,13351,124,0,136,0,BRONZE_II,0,16,15434,473,0,482,0,BRONZE_II,22,15,13668,457,0,438,0,BRONZE_III,21,13,10952,7,0,18,0,BRONZE_II,12,15,13779,31,0,46,0,BRONZE_III,35,13,11027,83,0,104,0,BRONZE_II,66,12,9135,174,0,165,0,BRONZE_I,2,14,11860,205,0,222,0,BRONZE_IV,19,12,9665
27,0,40,0,BRONZE_III,73,13,11062,17,0,34,0,BRONZE_IV,1,11,8433,171,0,163,0,BRONZE_III,22,13,10676,250,0,279,0,BRONZE_IV,77,10,7074,141,0,152,0,BRONZE_II,63,11,8211,19,0,25,0,IRON_I,18,14,11564,74,0,98,0,BRONZE_II,56,13,10344,117,0,76,0,SILVER_I,22,13,11274,54,0,65,0,BRONZE_III,75,12,9397,150,0,159,0,BRONZE_II,17,12,9757
150,0,159,0,BRONZE_II,17,14,12476,6,0,6,0,BRONZE_II,50,15,13476,6,0,6,0,BRONZE_II,50,14,12707,10,0,10,0,BRONZE_I,25,15,14198,9,0,3,0,BRONZE_III,57,15,13255,9,0,3,0,BRONZE_III,57,17,16850,4,0,6,0,BRONZE_III,86,11,8159,4,0,6,0,BRONZE_III,86,16,15351,4,0,6,0,BRONZE_III,86,14,12946,6,0,5,0,BRONZE_III,59,13,10717
3,0,10,0,BRONZE_IV,32,12,8893,8,0,12,0,BRONZE_III,96,11,8078,4,0,6,0,BRONZE_III,87,12,9756,4,0,6,0,BRONZE_III,87,11,8312,9,0,3,0,BRONZE_III,57,9,5457,6,0,5,0,BRONZE_III,59,12,9044,7,0,14,0,BRONZE_III,82,10,7118,6,0,6,0,BRONZE_III,49,12,9093,6,0,6,0,BRONZE_III,49,7,3449,6,0,6,0,BRONZE_III,49,9,5767
205,0,207,0,BRONZE_IV,49,15,13860,88,0,93,0,BRONZE_III,90,14,11555,63,0,62,0,BRONZE_IV,0,14,12923,53,0,38,0,BRONZE_III,78,14,12349,52,0,83,0,BRONZE_IV,11,13,11061,156,0,131,0,SILVER_III,11,16,16125,35,0,41,0,BRONZE_IV,64,15,14019,57,0,62,0,BRONZE_III,50,16,15618,26,0,23,0,BRONZE_III,52,14,11797,52,0,68,0,BRONZE_IV,61,14,12094
