ally_0_wins,ally_0_miniseries_wins,ally_0_losses,ally_0_miniseries_losses,ally_0_tier,ally_0_league_points,ally_0_champion_level,ally_0_champion_experience,ally_1_wins,ally_1_miniseries_wins,ally_1_losses,ally_1_miniseries_losses,ally_1_tier,ally_1_league_points,ally_1_champion_level,ally_1_champion_experience,main_player_win,main_player_miniseries_wins,main_player_losses,main_player_miniseries_losses,main_player_tier,main_player_league_points,main_player_champion_level,main_player_champion_experience,ally_2_wins,ally_2_miniseries_wins,ally_2_losses,ally_2_miniseries_losses,ally_2_tier,ally_2_league_points,ally_2_champion_level,ally_2_champion_experience,ally_3_wins,ally_3_miniseries_wins,ally_3_losses,ally_3_miniseries_losses,ally_3_tier,ally_3_league_points,ally_3_champion_level,ally_3_champion_experience,rival_0_wins,rival_0_miniseries_wins,rival_0_losses,rival_0_miniseries_losses,rival_0_tier,rival_0_league_points,rival_0_champion_level,rival_0_champion_experience,rival_1_wins,rival_1_miniseries_wins,rival_1_losses,rival_1_miniseries_losses,rival_1_tier,rival_1_league_points,rival_1_champion_level,rival_1_champion_experience,rival_2_wins,rival_2_miniseries_wins,rival_2_losses,rival_2_miniseries_losses,rival_2_tier,rival_2_league_points,rival_2_champion_level,rival_2_champion_experience,rival_3_wins,rival_3_miniseries_wins,rival_3_losses,rival_3_miniseries_losses,rival_3_tier,rival_3_league_points,rival_3_champion_level,rival_3_champion_experience,rival_4_wins,rival_4_miniseries_wins,rival_4_losses,rival_4_miniseries_losses,rival_4_tier,rival_4_league_points,rival_4_champion_level,rival_4_champion_experience
45,0,48,0,SILVER_III,56,17,17312,405,0,373,0,SILVER_III,55,17,18184,145,0,174,0,IRON_III,24,15,14232,704,0,669,0,SILVER_IV,19,18,20798,248,0,266,0,SILVER_IV,44,18,20073,213,0,245,0,BRONZE_IV,75,18,20373,75,0,81,0,SILVER_III,12,18,25540,440,0,452,0,BRONZE_III,10,18,20733,35,0,43,0,SILVER_IV,41,17,18338,95,0,128,0,SILVER_IV,0,16,16140
23,0,43,0,IRON_I,0,13,10565,64,0,72,0,BRONZE_IV,2,12,9619,42,0,48,0,IRON_II,84,13,10293,145,0,193,0,IRON_IV,73,11,7325,62,0,59,0,IRON_II,52,9,6095,51,0,76,0,IRON_II,4,11,7825,26,0,32,0,BRONZE_IV,0,11,8287,94,0,90,0,IRON_II,49,11,7791,284,0,284,0,IRON_III,13,9,6066,236,0,258,0,IRON_II,20,9,5744
151,0,188,0,IRON_I,20,6,2775,133,0,143,0,IRON_III,82,12,9369,193,0,212,0,IRON_I,17,12,8741,305,0,297,0,BRONZE_III,19,13,11132,232,0,248,0,BRONZE_III,18,12,8903,105,0,118,0,BRONZE_III,43,15,14388,149,0,146,0,IRON_I,59,13,10742,92,0,111,0,BRONZE_IV,75,14,11764,284,0,284,0,IRON_III,13,10,7226,236,0,258,0,IRON_II,20,11,8257
112,0,138,0,IRON_III,75,18,21385,85,0,106,0,BRONZE_IV,0,18,18762,194,0,198,0,IRON_II,4,18,18479,31,0,50,0,IRON_II,75,17,17644,29,0,44,0,BRONZE_IV,64,16,16239,9,0,17,0,IRON_I,22,16,15726,16,0,45,0,BRONZE_IV,31,18,19863,108,0,105,0,BRONZE_III,0,18,18809,284,0,284,0,IRON_III,13,17,17348,236,0,258,0,IRON_II,20,16,15228
9,0,26,0,IRON_I,100,15,13899,184,0,206,0,BRONZE_I,14,16,15345,140,0,188,0,IRON_III,2,15,13755,28,0,59,0,IRON_III,13,16,16246,226,0,226,0,BRONZE_IV,88,15,13631,199,0,216,0,BRONZE_IV,0,15,13126,28,0,53,0,IRON_II,52,14,12367,60,0,91,0,BRONZE_IV,17,16,15874,284,0,284,0,IRON_III,13,15,13665,321,0,318,0,BRONZE_IV,44,14,11465
128,0,104,0,BRONZE_IV,68,17,17674,5,0,7,0,IRON_II,94,15,14408,67,0,134,0,BRONZE_IV,42,15,14221,55,0,70,0,BRONZE_IV,0,14,11839,136,0,147,0,BRONZE_IV,13,15,13591,225,0,267,0,BRONZE_IV,52,14,12091,5,0,5,0,BRONZE_IV,26,16,15116,10,0,14,0,IRON_II,0,14,12913,284,0,284,0,IRON_III,13,12,9650,236,0,258,0,IRON_II,20,12,9204
215,0,212,0,BRONZE_II,18,11,8478,24,0,40,0,IRON_II,79,11,7677,344,0,358,0,IRON_IV,40,11,8213,171,0,163,0,BRONZE_II,3,8,4968,376,0,471,0,IRON_III,13,7,4008,89,0,104,0,BRONZE_III,3,8,4677,103,0,108,0,BRONZE_I,67,8,4237,111,0,137,0,IRON_IV,56,10,7079,11,0,17,0,IRON_II,53,7,3718,25,0,29,0,IRON_III,0,7,3720
111,0,116,0,IRON_II,53,13,11241,44,0,68,0,BRONZE_IV,22,13,10885,58,0,55,0,BRONZE_IV,46,14,11721,120,0,119,0,BRONZE_IV,57,14,11739,160,0,150,0,IRON_I,100,12,8589,20,0,35,0,IRON_III,68,12,9680,103,0,108,0,BRONZE_I,67,11,8079,162,0,159,0,BRONZE_III,66,12,9400,12,0,9,0,IRON_II,34,10,6911,25,0,29,0,IRON_III,0,10,6437
175,0,147,0,SILVER_IV,0,18,19090,167,0,164,0,BRONZE_II,0,17,16887,42,0,50,0,BRONZE_IV,91,17,17062,114,0,111,0,BRONZE_II,85,17,16999,98,0,113,0,IRON_IV,28,14,12411,236,0,240,0,BRONZE_IV,0,17,18216,103,0,108,0,BRONZE_I,67,14,12807,452,0,474,0,IRON_III,5,14,11469,145,0,164,0,BRONZE_III,15,15,14003,25,0,29,0,IRON_III,0,12,9527
230,0,226,0,BRONZE_II,71,18,25756,218,0,235,0,BRONZE_IV,25,18,25057,73,0,79,0,IRON_I,32,18,26348,13,0,19,0,IRON_III,25,18,18531,137,0,175,0,IRON_IV,0,18,22323,208,0,261,0,IRON_II,15,18,32715,125,0,130,0,IRON_I,19,18,23473,121,0,135,0,BRONZE_III,45,15,13253,89,0,102,0,IRON_II,58,18,24260,131,0,136,0,BRONZE_II,15,18,28546
215,0,246,0,BRONZE_IV,33,18,21249,237,0,252,0,BRONZE_IV,77,17,17368,208,0,191,0,BRONZE_IV,62,17,17314,13,0,19,0,IRON_III,25,17,16905,11,0,20,0,IRON_I,46,16,15537,224,0,183,0,SILVER_IV,0,18,27239,211,0,170,0,BRONZE_III,78,18,20272,74,0,104,0,IRON_IV,58,17,17295,28,0,39,0,BRONZE_IV,0,18,21149,177,0,191,0,BRONZE_III,86,18,20250
93,0,95,0,BRONZE_II,6,16,16448,422,0,442,0,IRON_IV,76,14,12191,103,0,99,0,BRONZE_II,68,16,15901,13,0,19,0,IRON_III,25,16,14736,170,0,166,0,BRONZE_IV,40,13,10779,91,0,146,0,IRON_IV,75,14,12136,124,0,97,0,BRONZE_IV,40,15,13588,69,0,116,0,IRON_IV,60,15,13401,208,0,191,0,BRONZE_IV,62,14,12398,12,0,29,0,IRON_III,59,11,7610
284,0,248,0,BRONZE_IV,54,18,23824,357,0,317,0,SILVER_II,10,17,17898,715,0,672,0,SILVER_IV,51,17,17361,13,0,19,0,IRON_III,25,15,13994,183,0,199,0,BRONZE_III,60,17,16987,66,0,67,0,IRON_II,14,18,19816,107,0,99,0,BRONZE_IV,1,18,19360,59,0,62,0,BRONZE_IV,58,17,18021,58,0,62,0,BRONZE_IV,68,18,20282,104,0,120,0,BRONZE_IV,89,16,15815
242,0,239,0,IRON_II,7,13,10937,357,0,317,0,SILVER_II,10,15,14413,715,0,672,0,SILVER_IV,51,15,13566,13,0,19,0,IRON_III,25,11,8389,82,0,81,0,BRONZE_III,44,12,9414,7,0,4,0,IRON_I,22,13,11221,295,0,291,0,BRONZE_III,0,12,9895,18,0,27,0,IRON_III,21,9,5216,888,0,864,0,BRONZE_II,0,12,9141,355,0,378,0,IRON_I,0,11,7938
94,0,80,0,BRONZE_II,75,18,27678,107,0,110,0,BRONZE_II,75,18,21334,179,0,169,0,BRONZE_II,70,18,20549,34,0,53,0,BRONZE_II,4,18,21499,30,0,33,0,BRONZE_III,32,18,18749,15,0,24,0,BRONZE_III,24,18,24158,58,0,59,0,BRONZE_III,44,18,20324,144,0,132,0,BRONZE_I,60,18,27081,10,0,15,0,SILVER_II,49,17,18178,25,0,37,0,IRON_III,76,18,22662
36,0,56,0,IRON_II,23,13,11308,639,0,669,0,IRON_III,2,13,10675,753,0,748,0,BRONZE_III,60,11,8455,131,0,120,0,BRONZE_III,75,9,5843,60,0,78,0,IRON_II,20,11,7598,400,0,391,0,BRONZE_III,30,13,11150,84,0,96,0,BRONZE_III,37,12,9170,155,0,167,0,BRONZE_III,10,13,10675,242,0,243,0,BRONZE_IV,39,11,7363,25,0,37,0,IRON_III,76,10,6617
60,0,78,0,IRON_II,20,11,8174,373,0,396,0,IRON_III,57,10,7014,388,0,445,0,BRONZE_IV,50,8,4673,88,0,154,0,IRON_III,4,11,7378,48,0,108,0,BRONZE_IV,0,8,4654,35,0,52,0,BRONZE_III,48,13,10920,124,0,131,0,BRONZE_IV,49,13,10238,34,0,45,0,IRON_III,18,13,10606,53,0,62,0,BRONZE_IV,78,12,8600,96,0,90,0,SILVER_II,6,11,8314
5,0,7,0,IRON_I,63,15,14284,80,0,105,0,IRON_III,60,15,13325,432,0,510,0,IRON_III,58,15,14097,450,0,492,0,IRON_II,88,12,9436,27,0,34,0,IRON_II,95,14,12206,141,0,159,0,BRONZE_IV,0,13,10421,237,0,251,0,BRONZE_IV,8,13,11211,122,0,157,0,IRON_IV,69,14,11644,96,0,121,0,BRONZE_IV,36,14,12249,250,0,277,0,IRON_III,62,12,9414
27,0,23,0,BRONZE_IV,5,14,12235,84,0,99,0,BRONZE_IV,14,11,7593,432,0,510,0,IRON_III,58,12,8971,269,0,312,0,IRON_IV,75,10,7228,225,0,245,0,IRON_II,12,10,6511,234,0,236,0,BRONZE_IV,23,14,11760,125,0,165,0,IRON_I,17,12,9618,11,0,35,0,IRON_I,26,12,9596,60,0,72,0,BRONZE_IV,20,12,9065,23,0,28,0,IRON_II,22,11,8286
240,0,270,0,BRONZE_IV,0,18,19024,8,0,2,0,BRONZE_IV,53,17,17316,432,0,510,0,IRON_III,58,16,15589,83,0,108,0,IRON_II,94,17,17142,149,0,165,0,BRONZE_IV,30,15,14164,65,0,61,0,BRONZE_IV,45,17,16983,119,0,127,0,IRON_II,75,17,16798,119,0,144,0,IRON_I,12,15,14224,48,0,58,0,BRONZE_III,14,14,12642,98,0,140,0,IRON_III,60,13,10454
152,0,169,0,IRON_III,32,16,15262,319,0,336,0,BRONZE_IV,1,17,17624,432,0,510,0,IRON_III,58,13,10836,145,0,137,0,BRONZE_IV,4,16,15384,39,0,37,0,BRONZE_IV,15,14,11557,282,0,292,0,BRONZE_IV,16,16,16446,343,0,353,0,BRONZE_IV,34,18,18654,105,0,135,0,BRONZE_IV,8,16,15896,11,0,19,0,IRON_I,57,15,13985,72,0,94,0,IRON_II,34,15,13367
59,0,70,0,BRONZE_IV,11,16,16362,32,0,22,0,IRON_I,30,14,12051,432,0,510,0,IRON_III,58,14,12265,348,0,374,0,BRONZE_IV,25,17,17297,58,0,75,0,BRONZE_III,1,16,15541,132,0,120,0,IRON_I,17,18,18887,82,0,84,0,BRONZE_III,19,16,16154,88,0,100,0,BRONZE_IV,12,17,17129,74,0,60,0,IRON_II,68,15,13991,36,0,37,0,IRON_I,22,15,13072
98,0,97,0,BRONZE_III,43,10,6648,10,0,21,0,IRON_I,8,8,4361,133,0,144,0,BRONZE_IV,76,9,5156,365,0,374,0,IRON_III,64,9,5048,282,0,321,0,IRON_II,60,7,3927,15,0,37,0,IRON_III,85,10,6847,71,0,85,0,IRON_I,54,11,7773,119,0,121,0,BRONZE_IV,94,11,7985,93,0,108,0,BRONZE_II,18,9,5876,52,0,65,0,BRONZE_III,47,8,4912
7,0,29,0,IRON_I,3,17,17119,7,0,29,0,IRON_I,3,14,12812,9,0,15,0,IRON_I,1,15,14017,365,0,374,0,IRON_III,64,16,15516,139,0,157,0,IRON_IV,0,13,11308,130,0,149,0,BRONZE_IV,14,16,16264,397,0,371,0,IRON_I,0,17,17283,19,0,38,0,IRON_I,85,17,16746,60,0,68,0,BRONZE_III,51,17,17902,21,0,40,0,BRONZE_IV,11,16,15244
272,0,299,0,BRONZE_IV,54,14,11596,357,0,382,0,BRONZE_IV,66,13,10809,37,0,60,0,IRON_III,47,12,8858,365,0,374,0,IRON_III,64,15,13021,402,0,432,0,IRON_III,81,11,8426,71,0,103,0,IRON_II,55,14,11792,48,0,54,0,IRON_III,75,13,10406,247,0,279,0,BRONZE_IV,29,15,14273,54,0,71,0,BRONZE_IV,10,12,9100,19,0,27,0,IRON_II,3,11,7643
9,0,18,0,BRONZE_III,15,17,16938,9,0,18,0,BRONZE_III,15,16,16291,9,0,18,0,BRONZE_III,15,16,14795,365,0,374,0,IRON_III,64,16,15989,108,0,121,0,BRONZE_III,86,15,13457,19,0,32,0,BRONZE_IV,72,18,20822,19,0,32,0,BRONZE_IV,72,17,18171,19,0,32,0,BRONZE_IV,72,16,15047,49,0,64,0,BRONZE_III,75,16,15258,49,0,64,0,BRONZE_III,75,15,13675
309,0,271,0,BRONZE_IV,6,13,11157,133,0,144,0,IRON_II,59,13,10285,7,0,4,0,IRON_I,0,14,11701,365,0,374,0,IRON_III,64,15,14455,156,0,189,0,IRON_IV,70,14,11756,83,0,120,0,IRON_IV,88,18,18734,55,0,79,0,IRON_I,28,18,18640,87,0,100,0,IRON_I,85,18,19212,171,0,186,0,BRONZE_IV,15,18,18559,21,0,59,0,IRON_III,20,2,600
17,0,32,0,BRONZE_IV,6,16,15346,13,0,28,0,IRON_III,11,15,13308,38,0,44,0,IRON_II,84,16,16420,73,0,73,0,IRON_III,75,18,19743,221,0,232,0,BRONZE_IV,13,17,17717,13,0,19,0,IRON_I,13,18,19653,24,0,35,0,IRON_II,56,18,20698,134,0,178,0,BRONZE_IV,0,18,24015,364,0,477,0,IRON_III,25,16,15237,215,0,213,0,BRONZE_IV,0,17,16737
126,0,137,0,BRONZE_IV,0,10,6215,13,0,28,0,IRON_III,11,10,6971,38,0,44,0,IRON_II,84,12,9231,11,0,24,0,BRONZE_IV,60,10,6608,101,0,109,0,BRONZE_IV,13,9,6028,509,0,540,0,IRON_IV,28,14,12260,31,0,41,0,BRONZE_IV,26,12,9276,411,0,448,0,IRON_II,39,13,10995,65,0,84,0,BRONZE_IV,3,11,8247,222,0,222,0,BRONZE_III,13,12,8805
38,0,44,0,IRON_II,84,8,4717,13,0,28,0,IRON_III,11,10,6215,182,0,198,0,BRONZE_III,49,10,6774,34,0,48,0,BRONZE_IV,24,9,5132,224,0,213,0,BRONZE_IV,71,9,5113,45,0,43,0,BRONZE_I,76,12,9151,417,0,531,0,IRON_III,69,10,6696,61,0,81,0,BRONZE_II,95,12,8676,41,0,52,0,BRONZE_IV,76,9,5843,68,0,93,0,BRONZE_IV,22,8,4166
51,0,59,0,IRON_I,29,14,11531,7,0,19,0,IRON_III,61,12,9585,203,0,222,0,BRONZE_IV,0,12,9886,15,0,34,0,BRONZE_IV,0,12,9747,292,0,272,0,BRONZE_IV,86,11,7883,75,0,119,0,IRON_IV,56,12,9765,275,0,290,0,BRONZE_III,47,13,10028,140,0,165,0,BRONZE_IV,0,13,10973,167,0,184,0,BRONZE_IV,0,11,7474,215,0,203,0,BRONZE_IV,1,10,6527
25,0,22,0,IRON_III,80,17,17691,130,0,133,0,BRONZE_III,48,15,13605,122,0,148,0,IRON_III,43,14,12736,97,0,94,0,BRONZE_IV,61,13,10492,70,0,71,0,BRONZE_IV,31,13,11378,81,0,59,0,IRON_I,34,14,11792,24,0,27,0,IRON_I,71,13,10724,35,0,38,0,BRONZE_IV,43,15,13575,155,0,168,0,BRONZE_IV,26,13,10524,20,0,27,0,IRON_II,37,11,8019
25,0,22,0,IRON_III,80,14,11582,130,0,133,0,BRONZE_III,48,13,11417,57,0,71,0,BRONZE_III,15,13,10376,274,0,297,0,BRONZE_IV,0,13,10078,32,0,48,0,BRONZE_III,49,12,9662,187,0,167,0,BRONZE_III,2,13,10357,95,0,95,0,BRONZE_IV,60,12,8661,71,0,91,0,BRONZE_IV,24,12,9442,42,0,57,0,IRON_II,23,11,7870,65,0,73,0,BRONZE_IV,33,10,6787
25,0,22,0,IRON_III,80,14,12865,193,0,231,0,IRON_III,55,14,12823,27,0,52,0,IRON_I,0,13,10774,43,0,64,0,BRONZE_IV,6,14,12195,177,0,192,0,BRONZE_III,60,14,12395,757,0,751,0,IRON_I,28,15,13521,32,0,60,0,IRON_II,15,18,19032,411,0,448,0,IRON_II,39,15,13266,4,0,10,0,IRON_I,0,16,14784,150,0,156,0,IRON_I,40,16,15607
25,0,22,0,IRON_III,80,14,12545,154,0,171,0,IRON_II,75,14,11690,329,0,328,0,BRONZE_IV,48,12,9591,216,0,226,0,BRONZE_IV,29,14,12252,232,0,252,0,IRON_II,40,10,7040,145,0,162,0,BRONZE_IV,0,13,11349,144,0,169,0,IRON_II,9,12,8908,65,0,74,0,BRONZE_IV,41,12,9956,75,0,70,0,BRONZE_IV,29,11,7391,27,0,66,0,IRON_IV,0,9,5640
25,0,22,0,IRON_III,80,13,10606,193,0,231,0,IRON_III,55,11,8288,27,0,52,0,IRON_I,0,11,8282,8,0,10,0,IRON_I,47,12,9824,57,0,72,0,IRON_II,54,11,8187,93,0,120,0,IRON_II,44,16,16055,39,0,43,0,IRON_III,5,10,6915,302,0,310,0,IRON_IV,43,13,10307,117,0,139,0,IRON_II,79,10,7282,85,0,83,0,SILVER_IV,62,11,7550
35,0,30,0,BRONZE_III,81,16,15609,187,0,221,0,IRON_IV,3,18,21002,37,0,44,0,IRON_III,90,13,10274,526,0,522,0,BRONZE_II,20,15,14572,308,0,291,0,BRONZE_II,40,15,14239,274,0,303,0,BRONZE_IV,11,15,13057,225,0,246,0,IRON_II,2,14,12743,24,0,40,0,IRON_II,79,15,14512,818,0,788,0,BRONZE_IV,14,14,12937,174,0,184,0,BRONZE_IV,4,14,12890
155,0,135,0,SILVER_IV,30,13,11052,59,0,70,0,IRON_I,0,14,12753,37,0,44,0,IRON_III,90,14,12833,10,0,14,0,BRONZE_I,11,14,11780,18,0,55,0,IRON_IV,0,12,9474,380,0,342,0,BRONZE_II,56,17,16816,151,0,148,0,BRONZE_III,40,14,11892,145,0,141,0,IRON_I,58,16,14967,101,0,120,0,BRONZE_IV,70,15,13670,36,0,47,0,BRONZE_IV,0,14,11796
113,0,136,0,IRON_II,60,18,19341,4,0,17,0,IRON_II,34,17,17538,37,0,44,0,IRON_III,90,17,17711,86,0,74,0,IRON_I,87,11,8248,7,0,6,0,IRON_I,100,15,14363,249,0,224,0,SILVER_IV,40,16,15455,36,0,38,0,BRONZE_III,67,13,10033,129,0,129,0,BRONZE_II,42,16,16114,33,0,39,0,IRON_I,100,14,12827,261,0,229,0,BRONZE_II,75,13,10260
214,0,212,0,BRONZE_III,0,14,11748,197,0,211,0,BRONZE_III,0,14,12677,37,0,44,0,IRON_III,90,14,11915,213,0,234,0,IRON_II,59,12,9709,70,0,51,0,BRONZE_IV,0,13,11085,167,0,161,0,BRONZE_III,40,16,15843,108,0,111,0,BRONZE_IV,91,14,12324,41,0,47,0,IRON_II,16,14,12132,160,0,154,0,BRONZE_IV,14,14,11443,563,0,673,0,IRON_III,0,13,10502
32,0,41,0,BRONZE_III,51,13,11304,20,0,46,0,IRON_IV,69,3,1050,37,0,44,0,IRON_III,90,15,13611,54,0,39,0,IRON_I,72,15,13795,137,0,123,0,BRONZE_II,0,16,14929,111,0,102,0,IRON_III,31,13,10860,138,0,138,0,BRONZE_IV,5,14,12505,117,0,122,0,IRON_III,87,12,9771,88,0,101,0,IRON_II,59,11,8351,58,0,65,0,BRONZE_IV,84,11,7993
13,0,19,0,SILVER_IV,0,8,4146,137,0,142,0,SILVER_III,0,8,4974,129,0,126,0,IRON_III,60,9,5164,65,0,71,0,BRONZE_I,1,7,3377,5,0,18,0,BRONZE_I,52,7,3846,59,0,82,0,BRONZE_IV,43,9,5315,29,0,38,0,IRON_I,11,8,4379,91,0,94,0,BRONZE_I,79,10,6752,26,0,22,0,SILVER_III,15,8,4426,249,0,229,0,GOLD_IV,0,7,3636
91,0,106,0,IRON_III,8,13,10697,461,0,500,0,BRONZE_IV,61,14,12482,129,0,126,0,IRON_III,60,13,11050,158,0,155,0,BRONZE_IV,1,13,10009,137,0,119,0,BRONZE_III,58,13,10790,89,0,115,0,IRON_II,90,15,13847,151,0,152,0,IRON_III,30,13,10282,3,0,10,0,IRON_II,85,15,13168,72,0,98,0,BRONZE_IV,0,14,11989,42,0,80,0,BRONZE_IV,30,13,10657
19,0,19,0,BRONZE_IV,27,13,11242,130,0,155,0,BRONZE_III,42,16,15521,129,0,126,0,IRON_III,60,14,11525,81,0,106,0,BRONZE_III,52,12,9829,80,0,67,0,BRONZE_II,9,11,8351,59,0,67,0,BRONZE_II,22,15,14604,504,0,467,0,BRONZE_IV,41,17,16507,263,0,258,0,BRONZE_III,52,14,11904,12,0,11,0,IRON_I,79,14,12752,25,0,35,0,BRONZE_IV,16,14,11647
491,0,496,0,IRON_III,65,9,6052,32,0,39,0,BRONZE_IV,10,9,5324,204,0,207,0,BRONZE_III,43,10,6842,331,0,300,0,BRONZE_IV,13,9,5207,177,0,165,0,BRONZE_IV,42,9,5154,62,0,62,0,BRONZE_IV,0,10,6380,65,0,81,0,BRONZE_IV,2,8,4264,254,0,269,0,BRONZE_IV,7,10,6939,29,0,58,0,IRON_II,0,8,4296,17,0,47,0,BRONZE_IV,30,6,2452
491,0,496,0,IRON_III,65,14,12287,349,0,358,0,BRONZE_IV,14,12,8865,63,0,93,0,BRONZE_IV,10,13,10598,382,0,389,0,BRONZE_IV,49,14,12272,398,0,377,0,BRONZE_IV,5,12,9679,181,0,192,0,BRONZE_IV,6,17,16544,55,0,67,0,BRONZE_IV,25,17,16988,120,0,147,0,IRON_II,50,15,13232,16,0,34,0,BRONZE_IV,13,15,14026,3,0,7,0,IRON_II,74,15,13143
491,0,496,0,IRON_III,65,17,17755,218,0,220,0,BRONZE_IV,1,18,21857,142,0,143,0,BRONZE_III,39,15,14559,382,0,389,0,BRONZE_IV,49,16,15951,438,0,456,0,IRON_II,72,15,14221,39,0,65,0,IRON_III,50,16,15256,154,0,177,0,IRON_III,16,14,12629,300,0,303,0,BRONZE_IV,19,17,17126,85,0,130,0,IRON_II,77,15,13079,20,0,24,0,BRONZE_IV,40,15,13437
491,0,496,0,IRON_III,65,14,11904,278,0,289,0,BRONZE_IV,0,16,15431,271,0,321,0,IRON_IV,75,13,10384,382,0,389,0,BRONZE_IV,49,14,12341,6,0,12,0,IRON_I,0,13,10084,87,0,97,0,BRONZE_IV,0,14,11799,40,0,72,0,IRON_III,31,12,8987,95,0,114,0,IRON_II,56,13,11386,75,0,54,0,BRONZE_IV,69,12,9653,46,0,88,0,IRON_IV,0,10,6619
491,0,496,0,IRON_III,65,17,17332,110,0,130,0,BRONZE_IV,25,18,18799,77,0,93,0,BRONZE_IV,73,16,14855,382,0,389,0,BRONZE_IV,49,18,18683,28,0,25,0,BRONZE_IV,78,15,13501,176,0,148,0,BRONZE_III,40,15,14190,144,0,165,0,IRON_III,41,16,14909,543,0,566,0,IRON_I,75,15,14082,87,0,97,0,BRONZE_IV,0,15,13983,258,0,243,0,BRONZE_IV,59,14,12992
390,0,406,0,BRONZE_III,23,18,19273,5,0,23,0,IRON_III,0,15,13149,304,0,315,0,BRONZE_II,1,16,15575,109,0,120,0,IRON_III,57,16,15646,97,0,112,0,IRON_II,43,16,15394,94,0,99,0,BRONZE_IV,69,18,20364,122,0,137,0,BRONZE_IV,0,17,18192,63,0,68,0,IRON_II,65,16,16219,201,0,195,0,IRON_II,87,14,12748,316,0,339,0,IRON_I,61,16,15216
114,0,116,0,BRONZE_IV,0,16,15931,5,0,23,0,IRON_III,0,17,16772,617,0,597,0,BRONZE_IV,75,17,16918,148,0,155,0,BRONZE_IV,46,17,17340,42,0,37,0,IRON_I,17,16,15406,62,0,64,0,BRONZE_III,53,18,19988,163,0,213,0,IRON_IV,70,17,16878,435,0,445,0,BRONZE_IV,0,18,23459,101,0,115,0,IRON_III,24,16,16181,132,0,138,0,BRONZE_III,70,16,15503
174,0,226,0,IRON_IV,82,14,12551,5,0,23,0,IRON_III,0,12,9838,12,0,26,0,IRON_I,94,13,10006,107,0,127,0,BRONZE_IV,0,13,10631,2,0,14,0,IRON_III,57,13,10008,107,0,136,0,IRON_III,15,15,13494,67,0,84,0,IRON_II,45,16,15735,73,0,70,0,SILVER_IV,0,17,16547,91,0,87,0,BRONZE_IV,88,16,15182,69,0,78,0,BRONZE_IV,20,14,12969
23,0,65,0,IRON_III,28,15,13821,116,0,137,0,BRONZE_IV,1,17,17414,59,0,75,0,IRON_III,75,14,12686,31,0,64,0,IRON_IV,51,17,16799,160,0,142,0,BRONZE_IV,55,15,14633,32,0,36,0,BRONZE_I,54,18,18729,49,0,60,0,IRON_I,42,18,18693,22,0,38,0,IRON_III,14,17,16979,88,0,99,0,BRONZE_III,40,16,15062,18,0,58,0,IRON_IV,0,14,12153
