ally_0_wins,ally_0_miniseries_wins,ally_0_losses,ally_0_miniseries_losses,ally_0_tier,ally_0_league_points,ally_0_champion_level,ally_0_champion_experience,main_player_win,main_player_miniseries_wins,main_player_losses,main_player_miniseries_losses,main_player_tier,main_player_league_points,main_player_champion_level,main_player_champion_experience,ally_1_wins,ally_1_miniseries_wins,ally_1_losses,ally_1_miniseries_losses,ally_1_tier,ally_1_league_points,ally_1_champion_level,ally_1_champion_experience,ally_2_wins,ally_2_miniseries_wins,ally_2_losses,ally_2_miniseries_losses,ally_2_tier,ally_2_league_points,ally_2_champion_level,ally_2_champion_experience,ally_3_wins,ally_3_miniseries_wins,ally_3_losses,ally_3_miniseries_losses,ally_3_tier,ally_3_league_points,ally_3_champion_level,ally_3_champion_experience,rival_0_wins,rival_0_miniseries_wins,rival_0_losses,rival_0_miniseries_losses,rival_0_tier,rival_0_league_points,rival_0_champion_level,rival_0_champion_experience,rival_1_wins,rival_1_miniseries_wins,rival_1_losses,rival_1_miniseries_losses,rival_1_tier,rival_1_league_points,rival_1_champion_level,rival_1_champion_experience,rival_2_wins,rival_2_miniseries_wins,rival_2_losses,rival_2_miniseries_losses,rival_2_tier,rival_2_league_points,rival_2_champion_level,rival_2_champion_experience,rival_3_wins,rival_3_miniseries_wins,rival_3_losses,rival_3_miniseries_losses,rival_3_tier,rival_3_league_points,rival_3_champion_level,rival_3_champion_experience,rival_4_wins,rival_4_miniseries_wins,rival_4_losses,rival_4_miniseries_losses,rival_4_tier,rival_4_league_points,rival_4_champion_level,rival_4_champion_experience
59,0,55,0,SILVER_I,41,15,14180,26,0,27,0,SILVER_II,48,13,10723,386,0,375,0,GOLD_IV,43,14,12731,55,0,73,0,GOLD_III,31,13,10418,42,0,40,0,SILVER_II,75,11,7889,37,0,35,0,SILVER_II,55,16,15162,18,0,23,0,SILVER_II,81,15,13587,33,0,34,0,SILVER_II,74,14,12160,46,0,38,0,GOLD_IV,10,16,15473,50,0,54,0,SILVER_III,75,14,12041
104,0,98,0,SILVER_III,54,15,13812,226,0,196,0,GOLD_III,0,17,17147,72,0,75,0,GOLD_IV,37,16,14700,38,0,42,0,SILVER_I,59,15,13129,42,0,40,0,SILVER_II,75,18,18611,21,0,26,0,SILVER_I,52,18,18908,64,0,73,0,SILVER_II,81,18,19986,44,0,44,0,SILVER_I,29,18,20337,421,0,426,0,SILVER_II,19,18,19077,242,0,239,0,GOLD_IV,0,18,18454
34,0,32,0,SILVER_I,0,15,14011,35,0,28,0,SILVER_II,35,14,11922,513,0,517,0,SILVER_I,12,12,9299,318,0,330,0,SILVER_II,48,13,9970,42,0,40,0,SILVER_II,75,13,11329,292,0,281,0,GOLD_III,4,14,11690,379,0,410,0,SILVER_IV,23,13,10823,287,0,310,0,SILVER_IV,45,13,10711,202,0,190,0,SILVER_II,64,13,10180,143,0,134,0,GOLD_IV,2,11,7599
333,0,325,0,GOLD_IV,57,12,9612,33,0,33,0,SILVER_I,100,16,15788,148,0,175,0,GOLD_IV,23,14,12427,134,0,139,0,SILVER_IV,92,12,9395,42,0,40,0,SILVER_II,75,14,12436,79,0,72,0,GOLD_II,7,16,16428,491,0,413,0,GOLD_III,0,14,11848,269,0,248,0,SILVER_III,61,15,13248,87,0,89,0,SILVER_II,33,13,11121,85,0,87,0,SILVER_I,14,13,10741
211,0,213,0,SILVER_III,25,15,13765,55,0,66,0,SILVER_III,67,14,12409,231,0,250,0,SILVER_III,17,14,11956,177,0,189,0,SILVER_III,0,13,10811,97,0,102,0,SILVER_III,21,12,9958,376,0,370,0,SILVER_II,13,15,13372,240,0,237,0,SILVER_III,62,15,13135,282,0,297,0,SILVER_II,14,17,16525,132,0,149,0,SILVER_III,75,14,13018,364,0,355,0,SILVER_II,0,13,10945
182,0,174,0,SILVER_II,28,16,14790,42,0,54,0,SILVER_IV,55,16,15091,54,0,40,0,SILVER_III,17,17,16647,660,0,636,0,SILVER_III,47,15,13851,371,0,369,0,SILVER_III,62,13,11334,469,0,489,0,SILVER_III,3,16,16244,730,0,709,0,SILVER_III,15,17,17235,282,0,297,0,SILVER_II,14,14,12229,157,0,169,0,SILVER_IV,65,14,11946,14,0,24,0,SILVER_IV,92,12,9825
22,0,14,0,SILVER_I,100,11,8288,157,0,149,0,BRONZE_I,100,9,5537,107,0,98,0,SILVER_II,56,11,7618,59,0,61,0,SILVER_IV,94,9,5074,12,0,10,0,SILVER_II,76,8,4249,21,0,27,0,SILVER_III,0,6,2783,214,0,248,0,SILVER_II,17,9,6057,282,0,297,0,SILVER_II,14,9,6039,197,0,197,0,SILVER_II,28,8,4406,690,0,696,0,SILVER_II,30,7,4044
170,0,167,0,SILVER_II,62,16,15002,122,0,131,0,SILVER_III,91,17,18069,254,0,248,0,SILVER_III,46,16,16387,233,0,245,0,SILVER_II,18,16,15017,131,0,114,0,SILVER_II,14,14,12801,391,0,343,0,SILVER_II,67,18,18662,144,0,128,0,SILVER_II,0,17,16871,282,0,297,0,SILVER_II,14,18,22142,324,0,373,0,SILVER_II,50,15,13836,109,0,110,0,SILVER_II,36,15,13415
115,0,112,0,SILVER_II,23,13,9984,39,0,42,0,SILVER_IV,73,9,6031,170,0,167,0,SILVER_I,13,10,6670,19,0,27,0,SILVER_IV,94,10,6762,130,0,148,0,SILVER_III,68,9,5920,211,0,232,0,SILVER_III,32,10,7056,9,0,10,0,SILVER_III,8,9,5374,282,0,297,0,SILVER_II,14,11,8141,44,0,50,0,SILVER_III,39,9,5860,14,0,20,0,SILVER_IV,19,7,4041
62,0,63,0,SILVER_II,5,16,16133,81,0,57,0,GOLD_IV,0,17,16493,62,0,66,0,SILVER_I,30,14,12199,115,0,132,0,GOLD_IV,0,16,16091,188,0,186,0,SILVER_I,41,13,10596,55,0,47,0,SILVER_I,21,16,16393,317,0,323,0,GOLD_IV,27,15,14372,107,0,119,0,SILVER_I,37,16,16325,39,0,27,0,SILVER_I,0,16,14936,88,0,76,0,GOLD_IV,13,15,13937
62,0,63,0,SILVER_II,5,13,10047,81,0,57,0,GOLD_IV,0,13,10855,252,0,231,0,GOLD_IV,47,13,11060,259,0,262,0,GOLD_III,7,12,9490,143,0,127,0,SILVER_III,37,12,9643,69,0,63,0,SILVER_III,73,12,9253,386,0,343,0,GOLD_IV,37,11,8238,187,0,189,0,SILVER_I,15,12,9222,93,0,100,0,SILVER_III,55,11,7456,71,0,88,0,SILVER_I,71,10,6849
56,0,53,0,SILVER_II,12,14,12597,91,0,95,0,SILVER_II,89,14,11694,183,0,177,0,SILVER_II,73,14,12164,56,0,45,0,SILVER_II,0,12,9549,48,0,35,0,SILVER_III,80,12,8789,59,0,77,0,SILVER_IV,16,13,10599,81,0,96,0,SILVER_II,52,13,10506,42,0,50,0,GOLD_IV,4,12,9937,223,0,232,0,SILVER_I,62,12,9775,224,0,221,0,SILVER_II,73,10,6571
112,0,116,0,SILVER_III,54,17,16753,145,0,149,0,SILVER_II,55,18,19886,183,0,177,0,SILVER_II,73,17,17544,81,0,68,0,SILVER_I,43,16,14743,33,0,41,0,SILVER_III,71,15,13767,98,0,97,0,SILVER_II,9,15,14391,177,0,182,0,SILVER_II,1,16,15292,172,0,145,0,SILVER_II,26,16,14924,158,0,167,0,SILVER_I,19,16,14818,69,0,73,0,SILVER_III,92,15,13350
156,0,143,0,GOLD_IV,12,14,12385,237,0,205,0,GOLD_I,44,14,12062,107,0,113,0,SILVER_II,46,15,14053,378,0,393,0,SILVER_III,14,13,11185,314,0,348,0,GOLD_IV,12,13,11219,58,0,64,0,SILVER_II,96,13,10671,244,0,221,0,SILVER_I,6,12,9814,57,0,70,0,GOLD_IV,14,14,12580,69,0,73,0,SILVER_II,52,13,10903,197,0,219,0,SILVER_II,75,10,7126
197,0,194,0,GOLD_IV,39,18,19063,235,0,230,0,GOLD_III,1,17,18264,222,0,211,0,SILVER_III,41,17,17280,178,0,203,0,GOLD_IV,9,16,16233,246,0,249,0,GOLD_IV,0,14,12864,129,0,145,0,GOLD_IV,71,16,15676,568,0,580,0,SILVER_I,46,16,15753,173,0,169,0,SILVER_III,49,16,15577,69,0,73,0,SILVER_II,52,15,14631,275,0,272,0,GOLD_IV,0,13,11244
149,0,141,0,GOLD_IV,64,11,7659,314,0,288,0,GOLD_II,52,11,8297,213,0,228,0,GOLD_IV,0,12,9019,74,0,86,0,GOLD_II,62,11,7709,92,0,89,0,SILVER_II,69,8,4218,237,0,237,0,GOLD_III,25,11,8129,337,0,305,0,PLATINUM_IV,15,11,8220,306,0,295,0,GOLD_III,14,11,7563,69,0,73,0,SILVER_II,52,11,8438,271,0,250,0,GOLD_IV,50,10,7023
113,0,110,0,GOLD_III,75,12,9920,359,0,301,0,GOLD_III,77,12,9273,117,0,122,0,GOLD_IV,0,12,9521,213,0,208,0,GOLD_IV,75,10,7121,146,0,157,0,GOLD_IV,44,10,6691,103,0,95,0,GOLD_IV,15,12,9381,306,0,295,0,GOLD_III,14,10,6883,84,0,85,0,SILVER_I,57,10,6724,69,0,73,0,SILVER_II,52,10,6456,46,0,56,0,SILVER_I,42,9,5400
33,0,33,0,SILVER_II,0,16,16373,99,0,113,0,SILVER_III,70,16,15171,30,0,30,0,SILVER_II,65,16,16303,57,0,44,0,GOLD_II,14,16,16113,46,0,56,0,SILVER_I,42,13,11175,266,0,312,0,SILVER_III,56,16,15008,306,0,295,0,GOLD_III,14,15,13741,257,0,254,0,GOLD_IV,61,15,14636,69,0,73,0,SILVER_II,52,16,15215,31,0,35,0,SILVER_I,11,14,12764
77,0,55,0,GOLD_II,30,14,11590,41,0,50,0,GOLD_IV,53,12,9153,56,0,48,0,SILVER_II,65,13,10458,107,0,107,0,SILVER_I,66,10,7235,110,0,101,0,SILVER_I,13,11,7565,621,0,626,0,SILVER_I,60,14,12843,271,0,284,0,GOLD_IV,59,14,11800,147,0,153,0,SILVER_II,59,15,14507,122,0,115,0,GOLD_IV,30,13,11218,594,0,604,0,GOLD_IV,0,12,9050
158,0,169,0,SILVER_III,72,13,11247,462,0,461,0,SILVER_I,67,13,10386,56,0,48,0,SILVER_II,65,14,12039,254,0,247,0,GOLD_III,75,12,8935,227,0,248,0,SILVER_III,0,11,7968,71,0,70,0,GOLD_IV,1,14,12965,87,0,73,0,SILVER_I,51,15,13995,173,0,158,0,SILVER_II,67,15,13954,180,0,176,0,SILVER_I,34,15,13054,363,0,372,0,GOLD_II,48,13,9987
152,0,153,0,SILVER_II,70,18,18424,462,0,451,0,SILVER_II,6,16,16331,56,0,48,0,SILVER_II,65,17,16922,332,0,314,0,GOLD_IV,0,16,15711,190,0,206,0,SILVER_II,50,14,12435,154,0,152,0,GOLD_IV,0,16,15866,171,0,164,0,SILVER_III,6,14,12829,618,0,576,0,PLATINUM_IV,45,17,17282,181,0,184,0,GOLD_IV,0,15,13782,362,0,353,0,GOLD_II,20,14,11509
98,0,99,0,GOLD_IV,90,15,14331,53,0,45,0,SILVER_III,20,16,14724,56,0,48,0,SILVER_II,65,17,18175,76,0,58,0,GOLD_IV,0,16,15338,155,0,155,0,SILVER_II,94,14,12781,31,0,36,0,SILVER_III,65,17,16620,24,0,29,0,SILVER_IV,47,15,13209,158,0,155,0,SILVER_I,16,15,14310,170,0,154,0,GOLD_IV,0,16,15225,99,0,91,0,SILVER_IV,58,14,11553
11,0,14,0,SILVER_II,72,17,17377,59,0,59,0,SILVER_I,100,15,14694,181,0,181,0,GOLD_IV,41,17,16941,144,0,151,0,GOLD_IV,42,16,14981,73,0,79,0,GOLD_IV,11,13,10971,181,0,186,0,GOLD_IV,35,15,13615,18,0,22,0,SILVER_II,63,14,11649,11,0,18,0,SILVER_II,80,15,13438,110,0,124,0,GOLD_IV,1,14,11725,154,0,159,0,GOLD_IV,75,13,10364
366,0,323,0,GOLD_IV,13,18,21824,47,0,32,0,SILVER_II,75,16,15662,88,0,99,0,GOLD_IV,0,16,16473,170,0,163,0,GOLD_II,25,15,14005,62,0,49,0,SILVER_IV,51,13,11046,89,0,104,0,GOLD_IV,0,18,23008,270,0,302,0,GOLD_IV,59,17,16997,11,0,18,0,SILVER_II,80,18,23011,64,0,68,0,GOLD_IV,44,18,19677,69,0,78,0,SILVER_II,16,16,15859
293,0,320,0,GOLD_IV,41,16,16045,56,0,41,0,GOLD_IV,28,15,13816,66,0,53,0,GOLD_IV,0,13,11246,71,0,61,0,GOLD_IV,85,13,11180,338,0,359,0,GOLD_IV,69,12,9647,121,0,137,0,GOLD_IV,0,12,9421,190,0,188,0,GOLD_IV,53,12,9559,11,0,18,0,SILVER_II,80,14,13004,37,0,42,0,SILVER_I,47,11,8153,93,0,95,0,SILVER_I,33,11,7471
22,0,23,0,SILVER_I,32,16,15201,8,0,6,0,SILVER_III,83,14,11765,106,0,103,0,SILVER_III,9,14,12624,16,0,24,0,SILVER_III,44,11,7632,5,0,5,0,SILVER_II,29,13,10190,39,0,36,0,SILVER_I,7,13,10921,9,0,13,0,SILVER_II,16,11,8221,11,0,18,0,SILVER_II,80,11,7853,11,0,11,0,SILVER_II,7,11,8258,40,0,35,0,SILVER_I,1,11,7925
89,0,89,0,SILVER_I,100,15,14538,371,0,359,0,GOLD_IV,51,15,13791,57,0,42,0,SILVER_I,51,16,14957,47,0,54,0,GOLD_IV,1,16,14879,19,0,16,0,SILVER_I,100,12,9297,30,0,39,0,GOLD_IV,14,14,11874,40,0,35,0,SILVER_I,1,15,13934,11,0,18,0,SILVER_II,80,15,13908,292,0,299,0,GOLD_IV,75,15,14047,401,0,378,0,GOLD_IV,26,14,11507
38,0,47,0,SILVER_II,48,18,23263,22,0,14,0,SILVER_II,41,18,19537,18,0,22,0,SILVER_II,95,18,23899,33,0,36,0,SILVER_IV,62,18,21441,29,0,30,0,SILVER_I,45,18,20935,86,0,93,0,GOLD_IV,0,17,17825,42,0,54,0,SILVER_III,57,17,17986,15,0,16,0,SILVER_II,10,18,18787,50,0,30,0,GOLD_IV,41,18,21044,29,0,24,0,SILVER_II,6,16,15829
39,0,28,0,SILVER_II,61,17,18200,39,0,28,0,SILVER_II,61,17,16855,39,0,28,0,SILVER_II,61,18,18756,78,0,67,0,GOLD_IV,68,18,18779,16,0,18,0,SILVER_II,43,15,13216,14,0,17,0,SILVER_IV,21,18,18837,14,0,17,0,SILVER_III,37,16,15676,15,0,16,0,SILVER_II,10,16,15884,53,0,59,0,SILVER_IV,17,16,15789,96,0,108,0,GOLD_IV,60,15,14073
110,0,111,0,GOLD_IV,20,18,23020,13,0,13,0,SILVER_IV,90,17,17011,16,0,16,0,SILVER_II,40,17,17960,21,0,30,0,SILVER_II,34,16,15780,150,0,133,0,GOLD_III,5,15,13060,37,0,41,0,GOLD_III,17,15,14001,109,0,127,0,SILVER_III,32,16,16379,15,0,16,0,SILVER_II,10,17,17327,37,0,32,0,SILVER_I,28,16,15294,50,0,38,0,GOLD_II,0,13,10436
153,0,148,0,SILVER_II,43,16,15386,360,0,339,0,GOLD_IV,0,17,18040,27,0,21,0,GOLD_IV,0,17,16880,97,0,90,0,GOLD_III,0,16,15371,23,0,16,0,GOLD_IV,0,15,13267,73,0,51,0,GOLD_III,0,14,11645,55,0,59,0,GOLD_IV,0,17,16974,15,0,16,0,SILVER_II,10,16,16404,173,0,180,0,GOLD_IV,0,15,14413,19,0,14,0,GOLD_IV,0,12,9919
11,0,5,0,SILVER_II,67,18,18394,69,0,62,0,GOLD_IV,53,14,11814,26,0,20,0,GOLD_IV,1,14,12270,74,0,76,0,SILVER_I,23,14,12663,53,0,64,0,SILVER_I,33,12,9731,117,0,129,0,SILVER_III,17,14,11943,85,0,71,0,GOLD_III,8,14,12963,15,0,16,0,SILVER_II,10,15,14046,123,0,131,0,SILVER_I,6,14,12277,25,0,14,0,GOLD_I,40,12,9789
58,0,72,0,SILVER_III,38,12,8869,1254,0,1249,0,GOLD_IV,0,11,7760,56,0,65,0,SILVER_III,8,12,8894,102,0,112,0,SILVER_IV,15,10,6177,307,0,273,0,GOLD_IV,27,10,6791,220,0,245,0,SILVER_III,31,10,6642,69,0,75,0,SILVER_II,4,9,5922,68,0,75,0,SILVER_III,73,12,8683,131,0,144,0,SILVER_IV,35,11,7749,44,0,68,0,SILVER_III,39,10,6534
114,0,128,0,SILVER_III,75,14,11495,85,0,89,0,GOLD_IV,48,12,9733,297,0,299,0,GOLD_IV,0,14,12286,282,0,288,0,SILVER_II,0,12,9570,538,0,525,0,SILVER_I,2,11,7523,277,0,297,0,GOLD_IV,0,12,8818,69,0,75,0,SILVER_II,4,11,7334,106,0,120,0,SILVER_II,0,11,7933,155,0,182,0,SILVER_IV,0,11,7729,418,0,410,0,GOLD_IV,42,10,6259
53,0,86,0,SILVER_IV,15,14,12931,34,0,50,0,GOLD_IV,37,14,12758,129,0,127,0,GOLD_IV,0,13,11338,159,0,160,0,SILVER_III,31,15,13065,266,0,221,0,GOLD_III,49,14,12499,119,0,80,0,GOLD_IV,0,15,13788,69,0,75,0,SILVER_II,4,14,12451,86,0,73,0,GOLD_II,5,15,13166,60,0,51,0,SILVER_III,76,13,10584,94,0,75,0,GOLD_IV,1,14,12162
285,0,260,0,GOLD_III,62,10,6583,146,0,147,0,SILVER_III,0,10,7248,335,0,321,0,GOLD_II,0,10,7263,165,0,166,0,SILVER_I,35,9,5051,408,0,421,0,SILVER_II,0,9,5724,28,0,31,0,SILVER_III,34,10,6566,69,0,75,0,SILVER_II,4,8,4583,125,0,117,0,GOLD_III,28,10,6931,43,0,40,0,SILVER_II,25,8,4692,599,0,601,0,SILVER_IV,73,6,3106
18,0,15,0,BRONZE_I,66,17,16934,29,0,31,0,SILVER_I,43,17,17280,255,0,248,0,GOLD_IV,52,15,14543,252,0,248,0,SILVER_III,52,14,12760,19,0,19,0,SILVER_II,37,15,13058,228,0,218,0,SILVER_I,68,16,14911,69,0,75,0,SILVER_II,4,12,9928,231,0,228,0,GOLD_III,35,14,12362,32,0,38,0,SILVER_II,23,13,11201,14,0,16,0,SILVER_II,26,13,11133
19,0,19,0,SILVER_II,37,15,14251,142,0,140,0,SILVER_II,1,16,16157,92,0,95,0,SILVER_III,19,15,13638,30,0,32,0,SILVER_I,59,16,14714,34,0,38,0,SILVER_II,0,15,13158,224,0,233,0,SILVER_I,37,17,17048,19,0,22,0,SILVER_II,4,17,17749,81,0,72,0,SILVER_IV,28,14,11492,29,0,22,0,SILVER_I,57,17,17850,27,0,41,0,BRONZE_I,19,15,14364
27,0,41,0,BRONZE_I,19,12,8592,142,0,140,0,SILVER_II,1,13,10951,7,0,12,0,SILVER_IV,18,13,10249,7,0,12,0,SILVER_IV,18,11,7359,340,0,318,0,GOLD_IV,1,11,7365,18,0,16,0,SILVER_I,16,15,13700,101,0,106,0,SILVER_I,47,13,10869,5,0,6,0,SILVER_IV,9,14,11504,29,0,29,0,SILVER_III,63,12,9718,6,0,6,0,BRONZE_II,59,11,7907
20,0,21,0,BRONZE_I,78,16,14789,142,0,140,0,SILVER_II,1,18,19182,55,0,54,0,SILVER_II,3,16,15063,106,0,104,0,SILVER_III,64,16,15404,29,0,33,0,SILVER_IV,63,15,13711,24,0,15,0,SILVER_IV,51,17,18241,187,0,185,0,GOLD_IV,28,17,17116,108,0,124,0,SILVER_II,16,18,18528,543,0,525,0,SILVER_III,0,17,17953,696,0,664,0,SILVER_III,0,14,12144
72,0,60,0,GOLD_IV,43,11,7985,6,0,9,0,BRONZE_II,11,7,3884,109,0,54,0,PLATINUM_II,37,12,8913,22,0,13,0,SILVER_II,82,10,6208,10,0,9,0,SILVER_IV,26,9,5941,24,0,38,0,SILVER_III,45,11,7542,53,0,55,0,SILVER_II,67,8,4613,18,0,18,0,SILVER_IV,80,8,4323,109,0,94,0,SILVER_III,78,8,4918,15,0,24,0,SILVER_III,2,7,3783
243,0,251,0,SILVER_III,50,13,11232,91,0,95,0,SILVER_II,60,13,10256,295,0,296,0,SILVER_I,1,14,11527,22,0,13,0,SILVER_II,82,12,8630,206,0,200,0,GOLD_IV,0,11,7986,35,0,39,0,SILVER_II,74,14,12769,32,0,25,0,SILVER_IV,59,14,12636,29,0,27,0,SILVER_III,75,15,13312,73,0,72,0,GOLD_IV,47,13,11151,93,0,82,0,GOLD_IV,1,13,10722
276,0,267,0,SILVER_II,59,15,13056,109,0,91,0,GOLD_IV,0,12,8919,20,0,20,0,SILVER_III,18,12,9178,22,0,13,0,SILVER_II,82,12,8673,295,0,296,0,SILVER_I,1,13,10842,192,0,204,0,SILVER_II,0,14,12436,15,0,18,0,SILVER_I,79,13,10935,365,0,367,0,SILVER_II,21,15,14304,321,0,293,0,SILVER_I,47,13,10806,117,0,105,0,GOLD_IV,14,12,9694
55,0,50,0,SILVER_II,16,18,25315,141,0,125,0,SILVER_I,26,18,18841,284,0,277,0,SILVER_II,63,18,22581,272,0,262,0,SILVER_II,34,18,19598,218,0,240,0,SILVER_II,77,18,19811,38,0,42,0,SILVER_II,15,18,23252,276,0,252,0,SILVER_I,14,18,24326,66,0,61,0,SILVER_II,28,18,25187,182,0,161,0,SILVER_I,52,18,23503,166,0,152,0,SILVER_II,7,18,18913
142,0,119,0,SILVER_II,37,16,14771,91,0,102,0,SILVER_III,88,14,11485,27,0,26,0,SILVER_II,0,14,12485,239,0,237,0,SILVER_II,89,14,11881,208,0,193,0,SILVER_I,45,12,8764,22,0,30,0,SILVER_III,55,16,15962,91,0,105,0,SILVER_I,26,16,16217,66,0,61,0,SILVER_II,28,14,12516,35,0,34,0,SILVER_III,75,14,12750,110,0,99,0,SILVER_I,11,14,11656
175,0,194,0,SILVER_II,28,17,16820,141,0,144,0,GOLD_IV,39,17,18274,251,0,238,0,GOLD_IV,71,18,19012,238,0,223,0,SILVER_III,48,15,14639,172,0,143,0,SILVER_I,58,14,11981,16,0,27,0,BRONZE_I,45,16,16020,49,0,54,0,SILVER_I,0,17,18287,66,0,61,0,SILVER_II,28,16,15905,259,0,275,0,SILVER_II,59,17,16999,143,0,136,0,SILVER_II,61,15,14199
39,0,44,0,SILVER_II,51,13,10128,31,0,39,0,SILVER_III,75,12,9291,38,0,26,0,SILVER_II,34,13,10851,26,0,40,0,SILVER_II,27,11,8208,15,0,15,0,SILVER_II,0,10,7010,30,0,37,0,SILVER_II,75,14,12325,63,0,67,0,SILVER_I,31,14,11696,34,0,33,0,SILVER_I,25,14,12793,6,0,6,0,SILVER_III,38,13,11020,59,0,49,0,SILVER_II,69,12,9038
57,0,53,0,SILVER_II,12,17,17820,116,0,130,0,SILVER_I,21,17,16741,38,0,26,0,SILVER_II,34,17,17499,158,0,149,0,SILVER_I,1,17,16657,311,0,314,0,SILVER_I,56,13,11014,295,0,300,0,GOLD_IV,82,18,19016,72,0,65,0,SILVER_I,8,17,16866,99,0,85,0,SILVER_I,58,16,15719,60,0,89,0,SILVER_I,33,17,18199,115,0,109,0,SILVER_I,68,16,16001
27,0,29,0,SILVER_II,51,18,27415,15,0,18,0,SILVER_I,0,18,23717,38,0,26,0,SILVER_II,34,18,19778,256,0,278,0,SILVER_III,22,18,19665,56,0,41,0,SILVER_I,36,18,18555,12,0,14,0,SILVER_II,38,18,20247,14,0,14,0,SILVER_II,5,17,18171,11,0,9,0,SILVER_II,34,18,20592,18,0,19,0,SILVER_II,14,18,19955,13,0,13,0,BRONZE_I,59,16,16278
206,0,215,0,SILVER_I,16,13,11065,33,0,33,0,SILVER_II,0,15,13321,38,0,26,0,SILVER_II,34,15,13410,55,0,50,0,SILVER_III,42,12,8602,301,0,261,0,GOLD_IV,12,12,8598,94,0,65,0,SILVER_I,100,13,11337,11,0,17,0,SILVER_III,37,11,7764,87,0,80,0,SILVER_II,76,13,9961,3,0,8,0,BRONZE_I,36,11,8181,16,0,15,0,SILVER_III,71,10,6177
206,0,215,0,SILVER_I,16,15,13193,57,0,66,0,SILVER_II,75,13,10552,38,0,26,0,SILVER_II,34,14,11719,53,0,59,0,SILVER_II,66,13,10021,319,0,346,0,SILVER_II,75,12,8929,75,0,58,0,SILVER_I,91,15,13947,10,0,19,0,BRONZE_I,100,14,12363,20,0,25,0,SILVER_I,100,14,12355,14,0,4,0,SILVER_I,82,14,12144,349,0,325,0,SILVER_IV,0,13,11134
349,0,325,0,SILVER_IV,0,18,19362,349,0,325,0,SILVER_IV,0,17,17770,6,0,7,0,SILVER_III,39,17,17785,18,0,18,0,SILVER_I,42,17,17061,12,0,14,0,SILVER_IV,35,14,12816,12,0,14,0,SILVER_IV,35,16,15294,8,0,9,0,BRONZE_I,86,16,15357,2,0,9,0,SILVER_II,0,15,14601,9,0,7,0,SILVER_I,13,15,13142,19,0,11,0,GOLD_IV,22,15,13433
36,0,39,0,GOLD_IV,80,14,11646,36,0,39,0,GOLD_IV,80,13,10317,155,0,161,0,GOLD_II,43,13,11300,53,0,63,0,GOLD_III,22,13,10733,32,0,34,0,GOLD_IV,63,12,9907,61,0,51,0,GOLD_IV,62,13,10879,44,0,28,0,GOLD_II,80,11,8310,2,0,9,0,SILVER_II,0,12,8641,36,0,37,0,GOLD_IV,50,11,7933,25,0,21,0,GOLD_IV,5,11,7730
92,0,86,0,SILVER_II,48,18,20256,214,0,232,0,SILVER_III,73,18,20057,167,0,168,0,SILVER_III,40,18,18954,268,0,292,0,SILVER_III,75,16,14904,438,0,428,0,SILVER_III,75,16,15948,289,0,300,0,SILVER_II,74,18,20512,558,0,531,0,SILVER_II,33,16,15889,306,0,287,0,SILVER_I,2,18,19392,57,0,48,0,SILVER_II,25,17,18336,337,0,345,0,SILVER_II,67,16,15126
