rival_0_wins,rival_0_miniseries_wins,rival_0_losses,rival_0_miniseries_losses,rival_0_tier,rival_0_league_points,rival_0_champion_level,rival_0_champion_experience,rival_1_wins,rival_1_miniseries_wins,rival_1_losses,rival_1_miniseries_losses,rival_1_tier,rival_1_league_points,rival_1_champion_level,rival_1_champion_experience,rival_2_wins,rival_2_miniseries_wins,rival_2_losses,rival_2_miniseries_losses,rival_2_tier,rival_2_league_points,rival_2_champion_level,rival_2_champion_experience,rival_3_wins,rival_3_miniseries_wins,rival_3_losses,rival_3_miniseries_losses,rival_3_tier,rival_3_league_points,rival_3_champion_level,rival_3_champion_experience,rival_4_wins,rival_4_miniseries_wins,rival_4_losses,rival_4_miniseries_losses,rival_4_tier,rival_4_league_points,rival_4_champion_level,rival_4_champion_experience,main_player_win,main_player_miniseries_wins,main_player_losses,main_player_miniseries_losses,main_player_tier,main_player_league_points,main_player_champion_level,main_player_champion_experience,ally_0_wins,ally_0_miniseries_wins,ally_0_losses,ally_0_miniseries_losses,ally_0_tier,ally_0_league_points,ally_0_champion_level,ally_0_champion_experience,ally_1_wins,ally_1_miniseries_wins,ally_1_losses,ally_1_miniseries_losses,ally_1_tier,ally_1_league_points,ally_1_champion_level,ally_1_champion_experience,ally_2_wins,ally_2_miniseries_wins,ally_2_losses,ally_2_miniseries_losses,ally_2_tier,ally_2_league_points,ally_2_champion_level,ally_2_champion_experience,ally_3_wins,ally_3_miniseries_wins,ally_3_losses,ally_3_miniseries_losses,ally_3_tier,ally_3_league_points,ally_3_champion_level,ally_3_champion_experience
182,0,151,0,SILVER_IV,57,14,12187,28,0,27,0,SILVER_IV,0,15,14476,27,0,24,0,SILVER_IV,0,16,15496,11,0,24,0,BRONZE_IV,44,15,13935,6,0,18,0,SILVER_III,0,15,14297,163,0,142,0,SILVER_II,76,18,18491,432,0,420,0,SILVER_III,32,17,16845,44,0,43,0,BRONZE_I,53,16,15983,162,0,156,0,SILVER_II,16,16,15457,136,0,137,0,SILVER_III,0,13,10885
244,0,241,0,BRONZE_IV,90,15,13665,177,0,169,0,BRONZE_IV,71,12,9952,226,0,261,0,BRONZE_IV,79,15,13597,70,0,67,0,BRONZE_I,58,14,11606,26,0,34,0,IRON_II,48,12,8897,226,0,229,0,BRONZE_III,58,12,9223,60,0,53,0,BRONZE_IV,46,10,7016,60,0,72,0,BRONZE_IV,77,13,11210,156,0,147,0,BRONZE_III,33,12,8952,3,0,16,0,BRONZE_IV,48,9,5842
161,0,142,0,BRONZE_I,100,14,12096,6,0,11,0,BRONZE_IV,0,11,8270,33,0,42,0,BRONZE_II,99,13,11282,70,0,67,0,BRONZE_I,58,12,9267,270,0,258,0,BRONZE_I,0,11,7929,222,0,233,0,SILVER_IV,34,16,15007,250,0,266,0,SILVER_IV,0,14,12854,49,0,55,0,BRONZE_II,64,15,13046,178,0,183,0,SILVER_IV,48,14,11919,17,0,20,0,BRONZE_II,21,13,10212
244,0,234,0,BRONZE_I,0,17,18073,136,0,161,0,SILVER_IV,56,16,15854,118,0,127,0,SILVER_IV,12,16,15688,70,0,67,0,BRONZE_I,58,17,17323,161,0,165,0,BRONZE_I,74,14,11525,160,0,167,0,BRONZE_I,18,16,15333,168,0,178,0,SILVER_IV,96,14,12102,173,0,156,0,BRONZE_I,24,14,12276,127,0,127,0,SILVER_IV,44,15,14093,310,0,314,0,SILVER_IV,37,12,9783
107,0,117,0,BRONZE_II,33,18,18562,54,0,55,0,SILVER_IV,0,17,16509,196,0,209,0,BRONZE_I,20,18,18941,70,0,67,0,BRONZE_I,58,17,16885,53,0,57,0,BRONZE_II,77,15,13672,147,0,158,0,SILVER_II,44,16,15598,162,0,162,0,BRONZE_II,73,14,11793,171,0,188,0,BRONZE_IV,36,16,16102,143,0,164,0,BRONZE_II,57,16,14885,228,0,233,0,BRONZE_I,41,14,11536
77,0,77,0,SILVER_IV,1,16,16301,111,0,117,0,SILVER_IV,51,16,14732,21,0,21,0,SILVER_III,66,17,16616,70,0,67,0,BRONZE_I,58,14,12957,235,0,238,0,SILVER_III,27,14,12041,95,0,112,0,BRONZE_I,0,15,14279,441,0,442,0,SILVER_III,49,14,11913,348,0,325,0,SILVER_IV,12,14,11841,142,0,139,0,SILVER_IV,12,13,11327,403,0,417,0,SILVER_IV,40,13,11023
16,0,17,0,BRONZE_I,100,15,13270,31,0,35,0,SILVER_IV,46,16,16129,14,0,15,0,BRONZE_I,60,16,16357,18,0,21,0,BRONZE_I,100,14,11465,25,0,22,0,BRONZE_I,63,13,10504,11,0,6,0,BRONZE_I,47,12,9707,14,0,24,0,BRONZE_I,37,12,9581,7,0,10,0,BRONZE_I,11,14,12340,7,0,10,0,BRONZE_I,11,14,12362,30,0,31,0,SILVER_III,0,12,9710
87,0,107,0,SILVER_III,51,16,16136,47,0,50,0,SILVER_IV,55,14,13018,88,0,74,0,SILVER_III,50,14,12369,333,0,337,0,SILVER_IV,92,15,13108,14,0,22,0,SILVER_IV,14,13,10413,11,0,6,0,BRONZE_I,47,16,15793,180,0,176,0,SILVER_I,31,18,18363,11,0,7,0,BRONZE_II,73,15,13684,60,0,65,0,SILVER_III,55,15,13732,194,0,175,0,SILVER_III,73,14,11666
10,0,15,0,SILVER_IV,4,14,12339,65,0,79,0,SILVER_IV,0,13,10088,15,0,19,0,BRONZE_I,71,13,10108,10,0,10,0,SILVER_III,22,12,9174,10,0,10,0,BRONZE_II,52,12,8639,11,0,6,0,BRONZE_I,47,15,14230,57,0,36,0,SILVER_I,70,15,14130,6,0,10,0,SILVER_IV,0,14,12490,6,0,10,0,SILVER_IV,0,12,9878,16,0,23,0,BRONZE_I,17,12,9377
20,0,31,0,BRONZE_II,70,10,6130,12,0,25,0,BRONZE_III,42,9,5137,7,0,5,0,BRONZE_III,83,10,7001,14,0,22,0,BRONZE_II,95,8,4822,13,0,20,0,BRONZE_II,88,7,3887,11,0,6,0,BRONZE_I,47,9,5946,38,0,20,0,PLATINUM_II,1,11,8279,35,0,46,0,BRONZE_II,29,10,6720,11,0,6,0,BRONZE_I,47,9,5914,11,0,9,0,BRONZE_II,19,8,4624
69,0,70,0,SILVER_I,18,18,20167,230,0,250,0,SILVER_IV,0,16,15748,57,0,60,0,BRONZE_I,13,16,16450,137,0,160,0,BRONZE_IV,46,16,15568,64,0,67,0,BRONZE_II,97,14,11658,11,0,6,0,BRONZE_I,47,17,16825,27,0,13,0,SILVER_III,14,18,19066,14,0,25,0,SILVER_IV,0,18,18849,504,0,467,0,BRONZE_IV,41,17,16833,54,0,60,0,BRONZE_I,61,15,14661
15,0,24,0,BRONZE_I,31,12,9560,258,0,290,0,BRONZE_III,75,11,7924,32,0,44,0,BRONZE_I,25,13,10198,137,0,134,0,SILVER_IV,0,10,7127,5,0,11,0,BRONZE_II,46,10,6593,31,0,27,0,BRONZE_I,6,13,11081,79,0,83,0,SILVER_IV,63,13,11016,66,0,45,0,BRONZE_I,100,13,10628,129,0,122,0,SILVER_IV,1,12,9101,168,0,169,0,SILVER_IV,35,12,8800
7,0,20,0,BRONZE_II,7,18,19911,61,0,58,0,BRONZE_I,32,15,14072,54,0,68,0,BRONZE_III,75,15,14265,33,0,39,0,BRONZE_II,76,16,15751,5,0,11,0,BRONZE_IV,82,15,13046,31,0,27,0,BRONZE_I,6,18,22979,197,0,208,0,BRONZE_I,17,17,16825,9,0,2,0,BRONZE_II,28,18,19776,55,0,73,0,BRONZE_IV,45,17,16556,11,0,12,0,SILVER_IV,1,15,13597
265,0,240,0,SILVER_III,0,18,26330,266,0,255,0,SILVER_I,51,18,28587,7,0,16,0,BRONZE_IV,77,18,24865,205,0,173,0,SILVER_III,66,18,28138,18,0,25,0,BRONZE_I,15,18,22824,31,0,27,0,BRONZE_I,6,18,29329,176,0,162,0,SILVER_IV,55,18,26293,134,0,150,0,SILVER_IV,30,18,21139,228,0,245,0,SILVER_IV,2,17,18040,75,0,73,0,SILVER_IV,58,17,18327
123,0,112,0,SILVER_IV,13,17,18091,303,0,288,0,SILVER_IV,45,13,11228,71,0,66,0,BRONZE_I,0,15,14103,366,0,350,0,SILVER_IV,23,14,12922,358,0,361,0,SILVER_IV,86,13,11317,31,0,27,0,BRONZE_I,6,17,17976,176,0,162,0,SILVER_IV,55,17,18059,71,0,78,0,SILVER_IV,39,17,17818,136,0,159,0,SILVER_IV,32,17,17088,87,0,121,0,SILVER_IV,0,15,13535
776,0,783,0,BRONZE_I,40,13,11269,365,0,386,0,SILVER_IV,10,15,14384,20,0,21,0,BRONZE_II,35,9,5309,43,0,38,0,BRONZE_I,5,13,11125,86,0,81,0,BRONZE_I,29,13,10430,121,0,136,0,BRONZE_III,47,16,15474,256,0,255,0,SILVER_III,0,15,13783,161,0,174,0,SILVER_II,12,15,13470,235,0,206,0,SILVER_IV,54,14,12044,151,0,122,0,SILVER_IV,24,13,11011
377,0,380,0,BRONZE_I,6,16,15969,162,0,189,0,BRONZE_I,43,14,13005,27,0,47,0,BRONZE_III,51,14,12941,43,0,38,0,BRONZE_I,5,15,13242,163,0,169,0,SILVER_IV,0,13,10804,210,0,227,0,SILVER_IV,85,15,14157,279,0,259,0,BRONZE_III,0,16,14816,60,0,63,0,SILVER_I,83,16,15043,102,0,130,0,BRONZE_III,58,16,15781,84,0,131,0,BRONZE_I,53,14,12686
86,0,94,0,BRONZE_IV,65,16,15771,119,0,102,0,SILVER_IV,1,15,14454,12,0,10,0,BRONZE_II,62,13,10460,43,0,38,0,BRONZE_I,5,16,15839,15,0,17,0,BRONZE_I,50,14,11540,16,0,23,0,BRONZE_III,84,13,10982,17,0,16,0,BRONZE_II,80,12,9697,25,0,28,0,BRONZE_II,19,14,11896,24,0,24,0,BRONZE_II,39,13,10441,12,0,20,0,BRONZE_II,46,11,8503
73,0,70,0,BRONZE_I,33,18,22279,93,0,105,0,SILVER_III,37,18,22214,273,0,227,0,GOLD_IV,35,18,19954,43,0,38,0,BRONZE_I,5,17,17505,116,0,139,0,BRONZE_IV,43,15,13554,49,0,64,0,BRONZE_II,56,18,20861,308,0,323,0,BRONZE_II,50,18,20826,210,0,196,0,SILVER_II,50,18,19196,4,0,7,0,BRONZE_I,70,18,19587,153,0,219,0,BRONZE_IV,0,16,15387
524,0,557,0,BRONZE_IV,85,13,10568,124,0,99,0,SILVER_II,60,12,8968,445,0,472,0,SILVER_IV,0,14,11777,43,0,38,0,BRONZE_I,5,11,8316,528,0,542,0,BRONZE_I,60,10,6518,228,0,264,0,SILVER_IV,14,13,11198,139,0,138,0,SILVER_III,44,15,13506,74,0,80,0,SILVER_IV,69,14,11620,382,0,369,0,SILVER_IV,41,13,10229,241,0,265,0,BRONZE_III,98,11,8176
82,0,69,0,SILVER_IV,46,15,14332,221,0,199,0,BRONZE_III,2,14,11948,93,0,120,0,BRONZE_I,0,13,11046,702,0,731,0,SILVER_IV,0,15,13971,52,0,48,0,BRONZE_I,0,14,11791,187,0,190,0,SILVER_IV,60,18,19691,224,0,231,0,BRONZE_II,2,15,13635,128,0,141,0,SILVER_IV,0,18,18387,147,0,141,0,BRONZE_I,30,16,14744,145,0,147,0,SILVER_III,22,13,10658
110,0,112,0,SILVER_IV,0,18,18595,54,0,69,0,BRONZE_III,29,12,9621,160,0,174,0,SILVER_IV,13,14,12746,302,0,320,0,BRONZE_III,45,14,12923,52,0,48,0,BRONZE_I,0,13,11398,270,0,267,0,SILVER_IV,56,15,14676,84,0,100,0,BRONZE_I,48,15,14126,53,0,62,0,SILVER_IV,91,16,14838,164,0,139,0,SILVER_IV,75,14,12153,92,0,70,0,SILVER_IV,71,11,8504
41,0,53,0,BRONZE_II,55,15,13088,123,0,134,0,BRONZE_II,63,16,16118,250,0,252,0,SILVER_III,40,14,12519,187,0,161,0,SILVER_III,11,15,14562,52,0,48,0,BRONZE_I,0,13,11038,33,0,35,0,SILVER_IV,68,14,12427,126,0,125,0,BRONZE_I,13,13,10135,77,0,82,0,BRONZE_III,57,14,11657,118,0,128,0,SILVER_IV,0,13,10685,101,0,110,0,BRONZE_I,1,10,6876
53,0,50,0,SILVER_IV,49,17,16480,325,0,313,0,BRONZE_I,8,15,14090,458,0,456,0,SILVER_II,88,15,14483,406,0,398,0,SILVER_III,14,15,13252,52,0,48,0,BRONZE_I,0,15,13305,114,0,134,0,BRONZE_IV,46,14,12428,170,0,144,0,BRONZE_I,79,13,10497,438,0,425,0,SILVER_IV,27,15,13530,68,0,73,0,SILVER_IV,46,13,10706,104,0,100,0,SILVER_IV,75,13,10977
52,0,48,0,BRONZE_I,0,15,13212,191,0,192,0,SILVER_II,44,15,13520,14,0,10,0,BRONZE_I,76,16,16083,59,0,51,0,GOLD_I,12,15,13179,130,0,138,0,BRONZE_I,0,14,12065,537,0,509,0,SILVER_II,26,15,13971,13,0,25,0,BRONZE_IV,48,13,10408,33,0,46,0,SILVER_IV,36,15,13743,33,0,46,0,SILVER_IV,36,11,7764,12,0,24,0,BRONZE_III,37,10,7270
12,0,24,0,BRONZE_III,37,14,12854,12,0,24,0,BRONZE_III,37,13,11159,14,0,10,0,BRONZE_I,76,10,7251,10,0,12,0,SILVER_II,38,13,10395,191,0,192,0,SILVER_II,44,10,6437,6,0,7,0,SILVER_IV,47,15,13724,12,0,8,0,BRONZE_II,92,15,13604,22,0,16,0,SILVER_II,47,14,12959,15,0,13,0,SILVER_IV,66,15,13200,79,0,81,0,SILVER_IV,80,13,11306
79,0,81,0,SILVER_IV,80,13,11023,79,0,81,0,SILVER_IV,80,14,12173,14,0,10,0,BRONZE_I,76,13,10019,10,0,12,0,SILVER_II,38,13,11431,191,0,192,0,SILVER_II,44,14,11628,201,0,226,0,BRONZE_II,36,13,11137,110,0,112,0,BRONZE_II,25,13,10070,65,0,72,0,SILVER_III,91,13,10226,65,0,72,0,SILVER_III,91,13,10439,19,0,17,0,SILVER_II,1,11,8105
23,0,30,0,BRONZE_I,51,17,16485,63,0,81,0,SILVER_IV,65,14,12127,14,0,10,0,BRONZE_I,76,14,11593,191,0,192,0,SILVER_II,44,12,9779,553,0,547,0,SILVER_II,27,13,10527,205,0,200,0,SILVER_III,74,14,12389,79,0,64,0,SILVER_IV,0,12,9744,31,0,17,0,SILVER_IV,76,13,10334,120,0,113,0,GOLD_IV,1,11,8021,134,0,125,0,SILVER_II,25,12,9387
41,0,61,0,SILVER_III,13,16,16382,191,0,192,0,SILVER_II,44,17,18092,14,0,10,0,BRONZE_I,76,15,14516,261,0,256,0,SILVER_III,40,17,16670,41,0,38,0,SILVER_IV,43,14,12496,173,0,174,0,SILVER_III,32,14,12876,166,0,181,0,BRONZE_II,37,14,12956,163,0,146,0,GOLD_IV,56,16,15268,90,0,95,0,SILVER_IV,0,14,12585,56,0,54,0,SILVER_III,1,13,10446
12,0,7,0,BRONZE_I,9,14,12893,14,0,8,0,SILVER_IV,13,14,12359,66,0,48,0,SILVER_I,22,16,15406,59,0,58,0,SILVER_III,48,12,8811,6,0,8,0,BRONZE_I,92,12,9468,40,0,42,0,SILVER_IV,59,14,12593,41,0,53,0,SILVER_IV,21,12,8974,9,0,19,0,BRONZE_I,1,13,10453,54,0,80,0,SILVER_IV,26,13,10189,22,0,38,0,BRONZE_II,0,12,9436
169,0,175,0,SILVER_III,56,12,9598,57,0,54,0,SILVER_I,9,12,9677,61,0,50,0,SILVER_I,0,14,11807,52,0,54,0,SILVER_III,15,12,9065,147,0,142,0,SILVER_II,36,11,7897,21,0,51,0,BRONZE_II,40,14,11711,14,0,20,0,SILVER_IV,33,11,7494,9,0,19,0,BRONZE_I,1,12,8910,8,0,9,0,BRONZE_I,27,6,2817,118,0,121,0,SILVER_III,50,11,7773
143,0,150,0,GOLD_IV,0,15,14477,32,0,27,0,BRONZE_I,79,14,12110,52,0,50,0,GOLD_II,31,14,12420,102,0,110,0,GOLD_IV,0,14,11591,18,0,23,0,SILVER_IV,47,12,9058,11,0,11,0,SILVER_IV,1,12,9239,24,0,21,0,SILVER_III,89,11,8432,9,0,19,0,BRONZE_I,1,11,7379,25,0,18,0,SILVER_I,50,12,9468,144,0,123,0,SILVER_III,14,12,8812
36,0,43,0,SILVER_IV,63,10,7255,199,0,215,0,BRONZE_II,2,8,4570,222,0,226,0,SILVER_III,34,7,3350,200,0,190,0,GOLD_IV,23,9,6100,15,0,8,0,SILVER_I,0,8,4702,25,0,23,0,SILVER_III,20,10,6335,117,0,102,0,SILVER_II,57,9,5131,9,0,19,0,BRONZE_I,1,6,3019,29,0,34,0,BRONZE_II,56,8,4432,538,0,566,0,SILVER_IV,3,6,2796
48,0,31,0,SILVER_II,41,18,19895,49,0,56,0,SILVER_II,44,15,13484,85,0,74,0,SILVER_II,72,16,14735,178,0,161,0,SILVER_I,84,15,14451,33,0,29,0,SILVER_II,28,14,12968,65,0,77,0,SILVER_IV,32,16,15727,23,0,14,0,SILVER_I,89,16,14885,18,0,24,0,SILVER_II,79,16,15070,97,0,107,0,SILVER_II,15,15,13218,8,0,5,0,BRONZE_I,15,14,11757
70,0,87,0,GOLD_IV,2,11,7385,131,0,136,0,PLATINUM_III,0,10,6986,33,0,18,0,PLATINUM_IV,50,9,5064,9,0,32,0,SILVER_II,11,9,5552,72,0,60,0,PLATINUM_IV,60,11,8088,183,0,180,0,DIAMOND_IV,62,12,9535,96,0,110,0,PLATINUM_IV,14,11,7803,156,0,115,0,PLATINUM_IV,92,11,7823,81,0,80,0,PLATINUM_I,29,11,8421,8,0,5,0,BRONZE_I,15,10,6938
22,0,37,0,SILVER_II,13,18,18486,35,0,41,0,SILVER_II,9,17,17487,68,0,78,0,SILVER_I,0,17,17739,24,0,36,0,SILVER_I,5,17,17780,23,0,34,0,SILVER_II,12,14,12477,133,0,151,0,SILVER_II,0,18,18641,66,0,80,0,SILVER_I,46,17,16734,108,0,102,0,PLATINUM_IV,2,15,13435,29,0,32,0,SILVER_III,62,13,10013,8,0,5,0,BRONZE_I,15,17,17536
41,0,53,0,BRONZE_I,33,12,9270,9,0,4,0,SILVER_II,23,13,10644,66,0,53,0,GOLD_IV,85,16,15883,47,0,57,0,GOLD_IV,40,14,12790,175,0,168,0,SILVER_II,83,13,10195,140,0,106,0,PLATINUM_I,24,17,17023,14,0,13,0,SILVER_IV,74,16,14967,46,0,42,0,GOLD_III,92,15,13632,29,0,32,0,SILVER_III,62,13,10663,8,0,5,0,BRONZE_I,15,15,13457
89,0,114,0,SILVER_III,81,14,12608,34,0,36,0,SILVER_IV,94,12,9382,39,0,23,0,SILVER_I,79,14,12470,72,0,81,0,SILVER_III,35,14,11710,20,0,18,0,SILVER_I,27,12,9613,158,0,155,0,GOLD_IV,36,16,15858,18,0,13,0,SILVER_I,34,17,16822,99,0,111,0,GOLD_IV,28,14,12757,29,0,32,0,SILVER_III,62,13,10133,8,0,5,0,BRONZE_I,15,16,14700
41,0,58,0,BRONZE_IV,0,16,15239,5,0,6,0,BRONZE_I,1,14,11905,21,0,22,0,SILVER_I,3,17,16532,21,0,22,0,SILVER_I,3,16,15250,21,0,22,0,SILVER_I,3,15,14002,21,0,22,0,SILVER_I,3,17,16710,51,0,62,0,GOLD_II,0,18,20701,51,0,62,0,GOLD_II,0,13,11204,21,0,27,0,SILVER_I,1,16,16332,193,0,190,0,PLATINUM_IV,29,16,15991
44,0,49,0,SILVER_III,43,12,9704,46,0,42,0,GOLD_IV,0,11,8459,140,0,122,0,SILVER_II,72,11,7689,4,0,11,0,BRONZE_I,25,10,7028,22,0,22,0,SILVER_IV,33,8,4751,72,0,81,0,SILVER_IV,59,13,10146,39,0,30,0,SILVER_III,16,12,8936,35,0,23,0,SILVER_I,72,13,11010,8,0,16,0,BRONZE_I,84,11,8359,71,0,53,0,SILVER_I,22,12,8886
8,0,15,0,BRONZE_I,37,17,17738,10,0,12,0,BRONZE_III,95,17,16928,12,0,7,0,BRONZE_I,1,15,14175,4,0,11,0,BRONZE_I,25,16,15268,28,0,14,0,SILVER_I,78,15,13319,128,0,129,0,SILVER_I,44,17,18075,66,0,58,0,SILVER_II,66,17,18316,16,0,7,0,SILVER_IV,28,18,18535,10,0,10,0,BRONZE_I,54,16,16360,37,0,52,0,SILVER_IV,0,15,14693
269,0,272,0,SILVER_III,78,17,17619,23,0,21,0,BRONZE_I,18,14,12634,102,0,92,0,BRONZE_I,77,17,17507,39,0,44,0,BRONZE_I,90,15,14641,309,0,333,0,SILVER_IV,67,16,14906,44,0,44,0,BRONZE_I,62,17,16666,12,0,20,0,BRONZE_II,0,14,12319,15,0,12,0,SILVER_IV,0,16,15451,78,0,82,0,BRONZE_II,0,15,14463,118,0,115,0,SILVER_IV,17,13,10913
74,0,70,0,BRONZE_III,0,15,13180,23,0,21,0,BRONZE_I,18,14,12133,28,0,34,0,BRONZE_I,65,14,12281,11,0,13,0,SILVER_IV,8,17,16800,39,0,44,0,BRONZE_I,90,14,12794,21,0,19,0,BRONZE_I,9,17,17143,21,0,19,0,BRONZE_I,9,16,15602,29,0,22,0,SILVER_IV,74,18,21180,156,0,181,0,SILVER_IV,58,15,14207,156,0,181,0,SILVER_IV,58,14,12136
15,0,16,0,BRONZE_II,58,16,14724,23,0,21,0,BRONZE_I,18,14,12415,24,0,24,0,BRONZE_I,14,15,14506,232,0,225,0,SILVER_IV,18,15,13848,39,0,44,0,BRONZE_I,90,15,13921,18,0,15,0,BRONZE_I,51,18,19067,22,0,37,0,BRONZE_I,28,16,16366,269,0,255,0,SILVER_IV,60,17,16737,269,0,255,0,SILVER_IV,60,17,16596,31,0,22,0,BRONZE_I,87,15,14028
13,0,7,0,BRONZE_I,92,13,11261,7,0,8,0,BRONZE_I,34,12,8688,41,0,37,0,SILVER_III,46,12,8634,10,0,13,0,BRONZE_I,100,12,9567,26,0,36,0,SILVER_IV,0,10,6395,16,0,11,0,BRONZE_I,88,13,10344,18,0,25,0,BRONZE_I,19,10,7171,17,0,9,0,BRONZE_I,100,11,8170,11,0,9,0,BRONZE_I,37,9,5237,13,0,13,0,SILVER_IV,0,9,5124
